English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Refrigeration Air Chiller System Total Compressor Electricity Rate,Tasa de Electricidad Total del Compresor del Sistema Enfriador de Aire por Refrigeración,Sistema Refrigerante de Enfriador de Aire: Potencia Eléctrica Total del Compresor,Débit d&apos;électricité total du compresseur du système de refroidisseur d&apos;air frigorifique,Système de Refroidisseur d'Air Réfrigérant: Puissance Électrique Totale des Compresseurs,Y,Y
Refrigeration Air Chiller System Total Compressor Heat Transfer Energy,Energía de Transferencia de Calor Total del Compresor del Sistema Enfriador de Aire por Refrigeración,Sistema Enfriador de Aire de Refrigeración: Energía Total de Transferencia de Calor del Compresor,Énergie totale de transfert thermique du compresseur du système de refroidisseur d&apos;air de réfrigération,Système de Refroidisseur d'Air Réfrigérant: Énergie Totale de Transfert de Chaleur du Compresseur,Y,Y
Refrigeration Air Chiller System Total Compressor Heat Transfer Rate,Tasa de Transferencia de Calor Total del Compresor del Sistema Enfriador de Aire por Refrigeración,Sistema de Enfriador de Aire de Refrigeración: Tasa Total de Transferencia de Calor del Compresor,Débit de transfert thermique total du compresseur du système de refroidissement par air de réfrigération,Système de Refroidisseur d'Air de Réfrigération: Débit de Transfert de Chaleur Total du Compresseur,Y,Y
Refrigeration Air Chiller System Total High Stage Compressor Electricity Energy,Energía Eléctrica Total del Compresor de Alta Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema Refrigerador de Aire: Energía Eléctrica Total del Compresor de Etapa Alta,Énergie Électrique du Compresseur Haute Pression Totale du Système de Refroidisseur d&apos;Air de Réfrigération,Système de refroidisseur d'air frigorifique : Énergie électrique totale du compresseur d'étage haute,Y,Y
Refrigeration Air Chiller System Total High Stage Compressor Electricity Rate,Tasa de Electricidad Total del Compresor de Alta Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema Enfriador de Aire de Refrigeración: Potencia Eléctrica Total del Compresor de Etapa Alta,Taux d&apos;électricité du compresseur haute pression total du système de refroidisseur à air de réfrigération,Système Refroidisseur d'Air Frigorifique: Puissance Électrique Totale Compresseur Étage Haute,Y,Y
Refrigeration Air Chiller System Total High Stage Compressor Heat Transfer Energy,Energía de Transferencia de Calor Total del Compresor de Alta Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema Enfriador de Aire Refrigeración: Energía de Transferencia de Calor Total del Compresor de Etapa Alta,Énergie de Transfert de Chaleur du Compresseur d&apos;Étage Élevé Total du Système de Refroidisseur d&apos;Air de Réfrigération,Système de Refroidisseur d'Air de Réfrigération : Énergie de Transfert de Chaleur Total du Compresseur d'Étage Élevé,Y,Y
Refrigeration Air Chiller System Total High Stage Compressor Heat Transfer Rate,Tasa de Transferencia de Calor Total del Compresor de Alta Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema de Enfriador de Aire de Refrigeración: Tasa Total de Transferencia de Calor del Compresor de Alta Etapa,Débit de transfert de chaleur du compresseur d&apos;étage élevé total du système de refroidisseur d&apos;air de réfrigération,Système de Refroidisseur d'Air Frigorifique : Débit de Transfert de Chaleur Total du Compresseur d'Étage Élevé,Y,Y
Refrigeration Air Chiller System Total Low Stage Compressor Electricity Energy,Energía Eléctrica Total del Compresor de Baja Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema Refrigerador de Aire de Refrigeración: Energía Eléctrica Total del Compresor de Baja Etapa,Énergie électrique totale du compresseur d&apos;étage bas du système refroidisseur d&apos;air par réfrigération,Système de Refroidisseur d'Air Frigorifique: Énergie Électrique Totale du Compresseur Étage Bas,Y,Y
Refrigeration Air Chiller System Total Low Stage Compressor Electricity Rate,Tasa de Electricidad Total del Compresor de Baja Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema de Enfriador de Aire de Refrigeración: Potencia Eléctrica Total del Compresor de Baja Etapa,Taux d&apos;électricité du compresseur de bas étage total du système de refroidisseur d&apos;air de réfrigération,Système Refroidisseur d'Air Frigorifique : Puissance Électrique Totale du Compresseur Étage Bas,Y,Y
Refrigeration Air Chiller System Total Low Stage Compressor Heat Transfer Energy,Energía de Transferencia de Calor Total del Compresor de Baja Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema Enfriador de Aire de Refrigeración: Energía Total de Transferencia de Calor del Compresor de Baja Etapa,Énergie de Transfert de Chaleur du Compresseur d&apos;Étage Bas Total du Système de Refroidisseur d&apos;Air de Réfrigération,Système Refroidisseur d'Air Frigorifique : Énergie de Transfert Thermique Total des Compresseurs d'Étage Bas,Y,Y
Refrigeration Air Chiller System Total Low Stage Compressor Heat Transfer Rate,Tasa de Transferencia de Calor Total del Compresor de Baja Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema Refrigeración Enfriador Aire: Tasa Total de Transferencia de Calor Compresor Etapa Baja,Débit de transfert de chaleur total du compresseur à basse pression du système de refroidisseur à air de réfrigération,Système de Refroidisseur d'Air Frigorifique : Débit de Transfer Thermique Total du Compresseur Basse Pression,Y,Y
Refrigeration Air Chiller System Total Low and High Stage Compressor Electricity Energy,Energía Eléctrica Total de los Compresores de Baja y Alta Etapa del Sistema Enfriador de Aire por Refrigeración,Sistema Enfriador de Aire de Refrigeración: Energía Eléctrica Total del Compresor de Etapa Baja y Alta,Énergie électrique totale du compresseur des étapes basse et haute du système de refroidisseur d&apos;air de réfrigération,Système de Refroidisseur d'Air Frigorifique : Énergie Électrique Totale des Compresseurs Étage Bas et Étage Haut,Y,Y
Refrigeration Air Chiller System Total Suction Pipe Heat Gain Energy,Energía Total de Ganancia de Calor en la Tubería de Succión del Sistema Enfriador de Aire por Refrigeración,Sistema Enfriador de Aire por Refrigeración: Energía Total de Ganancia Térmica en Tubería de Succión,Énergie de Gain Thermique Total des Tuyauteries d&apos;Aspiration du Système de Refroidissement par Air Frigorifique,Système de Refroidisseur d'Air par Réfrigération: Énergie Totale de Gain de Chaleur de la Tuyauterie d'Aspiration,Y,Y
Refrigeration Air Chiller System Total Suction Pipe Heat Gain Rate,Tasa Total de Ganancia de Calor en la Tubería de Succión del Sistema Enfriador de Aire por Refrigeración,Sistema Enfriador de Aire Refrigerado: Tasa Total de Ganancia de Calor en Tubería de Succión,Débit de gain de chaleur total du tuyau d&apos;aspiration du système refroidi à air par réfrigération,Système de Refroidisseur d'Air Frigorifique : Débit de Transfert de Chaleur Total des Tuyauteries d'Aspiration,Y,Y
Refrigeration Air Chiller System Total Transferred Load Heat Transfer Energy,Energía de Transferencia de Calor de Carga Transferida Total del Sistema Enfriador de Aire por Refrigeración,Sistema Refrigeración Enfriador de Aire: Energía de Transferencia de Calor de Carga Total Transferida,Énergie transférée totale du système de refroidisseur d&apos;air de réfrigération pour le transfert de chaleur,Système de Refroidisseur d'Air Frigorifique: Énergie Transférée Totale du Transfert de Chaleur,Y,Y
Refrigeration Air Chiller System Total Transferred Load Heat Transfer Rate,Tasa de Transferencia de Calor de Carga Transferida Total del Sistema Enfriador de Aire por Refrigeración,Sistema Refrigerador de Aire: Tasa de Transferencia de Calor de Carga Total Transferida,Taux de Transfert de Chaleur de la Charge Totale Transférée du Système de Refroidisseur à Air de Réfrigération,Système de Refroidisseur d'Air Frigorifique: Taux de Transfert Thermique de Charge Totale Transférée,Y,Y
Refrigeration System Average Compressor COP,COP Promedio del Compresor del Sistema de Refrigeración,Sistema de Refrigeración: COP Promedio del Compresor,Coefficient de Performance (COP) moyen du compresseur du système de réfrigération,Système de Réfrigération : COP Moyen du Compresseur,Y,Y
Refrigeration System Condensing Temperature,Temperatura de Condensación del Sistema de Refrigeración,Sistema de Refrigeración: Temperatura de Condensación,Température de condensation du système de réfrigération,Système de réfrigération : Température de condensation saturée,Y,Y
Refrigeration System Estimated High Stage Refrigerant Mass Flow Rate,Caudal Másico Estimado de Refrigerante de Alta Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Flujo Másico de Refrigerante de Etapa Alta Estimado,Débit massique du fluide frigorigène estimé de l&apos;étage haute pression du système frigorifique,Système de Réfrigération : Débit Massique de Réfrigérant Estimé pour l'Étage Haute Pression,Y,Y
Refrigeration System Estimated Low Stage Refrigerant Mass Flow Rate,Caudal Másico Estimado de Refrigerante de Baja Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Flujo Másico de Refrigerante en Etapa Baja Estimado,Débit massique estimé du frigorigène de l&apos;étage basse pression du système de réfrigération,Système de Réfrigération : Débit Massique du Réfrigérant Estimé à l'Étage Basse Pression,Y,Y
Refrigeration System Estimated Refrigerant Inventory,Inventario Estimado de Refrigerante del Sistema de Refrigeración,Refrigeration System: Inventario de Refrigerante Estimado,Inventaire de Fluide Frigorigène Estimé du Système de Réfrigération,Système frigorifique: Quantité de réfrigérant estimée,Y,Y
Refrigeration System Estimated Refrigerant Inventory Mass,Masa Estimada de Inventario de Refrigerante del Sistema de Refrigeración,Sistema de Refrigeración: Masa de Inventario de Refrigerante Estimada,Masse estimée du fluide frigorigène du système de réfrigération,Système de Réfrigération : Masse du Réfrigérant en Inventaire Estimée,Y,Y
Refrigeration System Estimated Refrigerant Mass Flow Rate,Caudal Másico Estimado de Refrigerante del Sistema de Refrigeración,Sistema de Refrigeración: Flujo Másico Estimado de Refrigerante,Débit massique de réfrigérant estimé du système de réfrigération,Système de Réfrigération : Débit Massique de Réfrigérant Estimé,Y,Y
Refrigeration System Evaporating Temperature,Temperatura de Evaporación del Sistema de Refrigeración,Sistema de Refrigeración: Temperatura de Evaporación Saturada,Température d&apos;évaporation du système frigorifique,Système de Réfrigération : Température d'Évaporation Saturée,Y,Y
Refrigeration System Liquid Suction Subcooler Heat Transfer Energy,Energía de Transferencia de Calor del Subenfriador de Succión Líquida del Sistema de Refrigeración,Sistema de Refrigeración: Energía de Transferencia de Calor del Subenfriador Líquido-Succión,Énergie de transfert de chaleur du sous-refroidisseur liquide-aspiration du système de réfrigération,Système de Réfrigération : Énergie du Transfert de Chaleur de l'Échangeur Liquide-Vapeur Surchauffée,Y,Y
Refrigeration System Liquid Suction Subcooler Heat Transfer Rate,Tasa de Transferencia de Calor del Subenfriador de Succión Líquida del Sistema de Refrigeración,Sistema de Refrigeración: Velocidad de Transferencia de Calor del Subcooler de Succión Líquida,Débit de transfert thermique du refroidisseur de sous-refroidissement à détente de liquide du système de réfrigération,Système de Réfrigération : Débit de Chaleur Transféré par l'Échangeur Liquide-Aspiration,Y,Y
Refrigeration System Net Rejected Heat Transfer Energy,Energía de Transferencia de Calor Rechazado Neto del Sistema de Refrigeración,Sistema de Refrigeración: Energía de Transferencia de Calor Rechazado Neto,Énergie de transfert de chaleur rejetée nette du système de réfrigération,Système de Réfrigération : Énergie de Transfert de Chaleur Rejetée Nette,Y,Y
Refrigeration System Net Rejected Heat Transfer Rate,Tasa de Transferencia de Calor Rechazado Neto del Sistema de Refrigeración,Sistema de Refrigeración: Tasa de Transferencia de Calor Rechazado Neto,Taux de transfert thermique net rejeté du système de réfrigération,Système de Réfrigération: Débit de Transfert de Chaleur Rejetée Nette,Y,Y
Refrigeration System Suction Pipe Suction Temperature,Temperatura de Succión de la Tubería de Succión del Sistema de Refrigeración,Sistema de Refrigeración: Temperatura de Succión en Tubería de Succión,Température d&apos;aspiration du tuyau d&apos;aspiration du système de réfrigération,Système de Réfrigération: Température d'Aspiration du Tuyau d'Aspiration,Y,Y
Refrigeration System Thermostatic Expansion Valve Liquid Temperature,Temperatura del Líquido de la Válvula de Expansión Termostática del Sistema de Refrigeración,Sistema de Refrigeración: Temperatura de Líquido en Válvula de Expansión Termostática,Température du liquide de la vanne d&apos;expansion thermostatique du système de réfrigération,Système de Réfrigération : Température du Liquide à la Soupape de Détente Thermostatic,Y,Y
Refrigeration System Total Cases and Walk Ins Heat Transfer Energy,Energía de Transferencia de Calor Total de Vitrinas y Cámaras del Sistema de Refrigeración,Sistema de Refrigeración: Energía Total de Transferencia de Calor de Vitrinas y Cámaras Frigoríficas,Énergie de transfert de chaleur des cas et chambres froides du système de réfrigération,Système de Réfrigération : Énergie totale de transfert de chaleur des vitrines et chambres froides,Y,Y
Refrigeration System Total Cases and Walk Ins Heat Transfer Rate,Tasa de Transferencia de Calor Total de Vitrinas y Cámaras del Sistema de Refrigeración,Sistema de Refrigeración: Tasa de Transferencia de Calor Total de Vitrinas y Cámaras de Frío,Débit de transfert thermique total des vitrines et chambres froides du système de réfrigération,Système de Réfrigération : Débit de Transfert de Chaleur Total des Vitrines et Chambres Froides,Y,Y
Refrigeration System Total Compressor Electricity Energy,Energía Eléctrica Total del Compresor del Sistema de Refrigeración,Sistema de Refrigeración: Energía Total de Electricidad del Compresor,Énergie électrique totale du compresseur du système de réfrigération,Système de Réfrigération : Énergie Électrique Totale du Compresseur,Y,Y
Refrigeration System Total Compressor Electricity Rate,Tasa de Electricidad Total del Compresor del Sistema de Refrigeración,Sistema de Refrigeración: Tasa de Electricidad Total del Compresor,Taux d&apos;électricité total du compresseur du système de réfrigération,Système de Réfrigération : Puissance Électrique Totale des Compresseurs,Y,Y
Refrigeration System Total Compressor Heat Transfer Energy,Energía de Transferencia de Calor Total del Compresor del Sistema de Refrigeración,Sistema de Refrigeración: Energía Total de Transferencia de Calor del Compresor,Énergie totale de transfert de chaleur du compresseur du système de réfrigération,Système de Réfrigération: Énergie Totale de Transfert Thermique du Compresseur,Y,Y
Refrigeration System Total Compressor Heat Transfer Rate,Tasa de Transferencia de Calor Total del Compresor del Sistema de Refrigeración,Sistema de Refrigeración: Tasa Total de Transferencia de Calor del Compresor,Débit de transfert de chaleur total du compresseur du système de réfrigération,Système de Réfrigération : Débit de Transfert de Chaleur Total du Compresseur,Y,Y
Refrigeration System Total High Stage Compressor Electricity Energy,Energía Eléctrica Total del Compresor de Alta Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Energía Eléctrica Total del Compresor de Etapa Alta,Énergie Électrique Totale du Compresseur Étage Haute du Système de Réfrigération,Système de Réfrigération : Énergie Électrique Totale du Compresseur d'Étage Élevé,Y,Y
Refrigeration System Total High Stage Compressor Electricity Rate,Tasa de Electricidad Total del Compresor de Alta Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Potencia Eléctrica Total del Compresor de Alta Etapa,Débit d&apos;électricité total du compresseur haute pression du système de réfrigération,Système de Réfrigération : Puissance Électrique Totale Compresseur Étage Supérieur,Y,Y
Refrigeration System Total High Stage Compressor Heat Transfer Energy,Energía de Transferencia de Calor Total del Compresor de Alta Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Energía Total de Transferencia de Calor del Compresor de Etapa Alta,Énergie totale de transfert de chaleur du compresseur d&apos;étage élevé du système de réfrigération,Système de Réfrigération : Énergie de Transfert de Chaleur du Compresseur d'Étage Supérieur Total,Y,Y
Refrigeration System Total High Stage Compressor Heat Transfer Rate,Tasa de Transferencia de Calor Total del Compresor de Alta Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Velocidad Total de Transferencia de Calor del Compresor de Etapa Alta,Débit de transfert de chaleur du compresseur d&apos;étage haute du système frigorifique total,Système de Réfrigération: Débit de Transfert de Chaleur Total des Compresseurs d'Étage Supérieur,Y,Y
Refrigeration System Total Low Stage Compressor Electricity Energy,Energía Eléctrica Total del Compresor de Baja Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Energía Eléctrica Total del Compresor de Etapa Baja,Énergie électrique totale des compresseurs de l&apos;étage basse pression du système de réfrigération,Système de Réfrigération : Énergie Électrique Totale du Compresseur d'Étage Bas,Y,Y
Refrigeration System Total Low Stage Compressor Electricity Rate,Tasa de Electricidad Total del Compresor de Baja Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Potencia Eléctrica Total del Compresor de Baja Etapa,Débit d&apos;électricité total du compresseur basse étape du système de réfrigération,Système de Réfrigération : Puissance Électrique Totale du Compresseur Étage Bas,Y,Y
Refrigeration System Total Low Stage Compressor Heat Transfer Energy,Energía de Transferencia de Calor Total del Compresor de Baja Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Energía Total de Transferencia de Calor del Compresor de Baja Etapa,Énergie de transfert thermique du compresseur d&apos;étage bas total du système de réfrigération,Système de Réfrigération : Énergie de Transfert de Chaleur du Compresseur d'Étage Bas Total,Y,Y
Refrigeration System Total Low Stage Compressor Heat Transfer Rate,Tasa de Transferencia de Calor Total del Compresor de Baja Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Velocidad Total de Transferencia de Calor del Compresor de Baja Etapa,Taux de Transfert de Chaleur Total du Compresseur à Basse Température du Système de Réfrigération,Système de réfrigération : Débit de transfert thermique total du compresseur d'étage inférieur,Y,Y
Refrigeration System Total Low and High Stage Compressor Electricity Energy,Energía Eléctrica Total de los Compresores de Baja y Alta Etapa del Sistema de Refrigeración,Sistema de Refrigeración: Energía Eléctrica Total del Compresor de Etapa Baja y Alta,Énergie électrique totale des compresseurs d&apos;étages bas et haut du système de réfrigération,Système de Réfrigération : Énergie Électrique Totale du Compresseur Étage Bas et Étage Haut,Y,Y
Refrigeration System Total Suction Pipe Heat Gain Energy,Energía Total de Ganancia de Calor en la Tubería de Succión del Sistema de Refrigeración,Sistema de Refrigeración: Energía Total Ganada por Transferencia de Calor en Tuberías de Succión,Énergie totale du gain thermique des conduites d&apos;aspiration du système de réfrigération,Système de Réfrigération : Énergie totale de gain thermique de la tuyauterie d'aspiration,Y,Y
Refrigeration System Total Suction Pipe Heat Gain Rate,Tasa Total de Ganancia de Calor en la Tubería de Succión del Sistema de Refrigeración,Sistema de Refrigeración: Tasa Total de Ganancia de Calor en Tubería de Succión,Débit de gain thermique total dans la conduite d&apos;aspiration du système de réfrigération,Système de Réfrigération : Taux de Gain Thermique Total du Tuyau d'Aspiration,Y,Y
Refrigeration System Total Transferred Load Heat Transfer Energy,Energía de Transferencia de Calor de Carga Transferida Total del Sistema de Refrigeración,Sistema de Refrigeración: Energía de Transferencia de Calor de Carga Total Transferida,Énergie de transfert thermique de la charge totale transférée du système de réfrigération,Système de Réfrigération : Énergie de Transfert de Chaleur de la Charge Transférée Totale,Y,Y
Refrigeration System Total Transferred Load Heat Transfer Rate,Tasa de Transferencia de Calor de Carga Transferida Total del Sistema de Refrigeración,Sistema de Refrigeración: Velocidad de Transferencia de Carga Total Transferida,Taux de transfert de chaleur de la charge totale transférée du système de réfrigération,Système de Réfrigération : Taux de Transfert de Charge Thermique Transférée Totale,Y,Y
Refrigeration Walk In Zone Latent Energy,Energía Latente de la Zona de Cámara de Refrigeración,Refrigeración Walk In: Energía Latente de Zona,Énergie latente de zone de chambre froide de réfrigération,Chambre Froide Réfrigérée : Énergie Latente de Zone,Y,Y
Refrigeration Walk In Zone Latent Rate,Tasa Latente de la Zona de Cámara de Refrigeración,Refrigeración Cámara Frigorífica: Velocidad Latente de la Zona,Débit latent de la zone de chambre froide,Chambre Froide de Réfrigération : Débit de Refroidissement Latent de la Zone,Y,Y
Refrigeration Walk In Zone Sensible Cooling Energy,Energía de Enfriamiento Sensible de la Zona de Cámara de Refrigeración,Refrigeración Cuarto Frío: Energía de Enfriamiento Sensible de la Zona,Énergie de refroidissement sensible de la zone de chambre froide de réfrigération,Chambre Froide: Énergie de Refroidissement Sensible vers la Zone,Y,Y
Refrigeration Walk In Zone Sensible Cooling Rate,Tasa de Enfriamiento Sensible de la Zona de Cámara de Refrigeración,Refrigeración Cámara Frigorífica: Tasa de Enfriamiento Sensible a la Zona,Débit de refroidissement sensible de la zone de chambre froide,Chambre Froide Réfrigérée : Débit de Refroidissement Sensible en Zone,Y,Y
Refrigeration Walk In Zone Sensible Heating Energy,Energía de Calefacción Sensible de la Zona de Cámara de Refrigeración,Refrigeración Cámara Frigorífica: Energía de Calentamiento Sensible de Zona,Énergie de chauffage sensible de zone de chambre froide de réfrigération,Chambre Froide : Énergie de Chauffage Sensible de la Zone,Y,Y
Refrigeration Walk In Zone Sensible Heating Rate,Tasa de Calefacción Sensible de la Zona de Cámara de Refrigeración,Refrigeración Cámara de Almacenamiento: Tasa de Calefacción Sensible de Zona,Taux de Chauffage Sensible de la Zone de Chambre Froide de Réfrigération,Chambre Froide Réfrigérée : Débit de Chauffage Sensible vers la Zone,Y,Y
Refrigeration Zone Air Chiller Heating Energy,Energía de Calefacción del Enfriador de Aire por Refrigeración de Zona,Enfriador de Aire de Zona de Refrigeración: Energía de Calefacción,Énergie de chauffage du refroidisseur d&apos;air de zone de réfrigération,Refroidisseur d'Air à Zone Réfrigérée : Énergie de Chauffage Auxiliaire,Y,Y
Refrigeration Zone Air Chiller Heating Rate,Tasa de Calefacción del Enfriador de Aire por Refrigeración de Zona,Refrigeración Enfriador de Aire de Zona: Velocidad de Calentamiento,Débit de chauffage du refroidisseur d&apos;air de zone de réfrigération,Refroidisseur d'Air de Zone Réfrigération : Puissance de Chauffage,Y,Y
Refrigeration Zone Air Chiller Latent Cooling Energy,Energía de Enfriamiento Latente del Enfriador de Aire por Refrigeración de Zona,Enfriador de Aire de Zona de Refrigeración: Energía de Enfriamiento Latente,Énergie de refroidissement latent du refroidisseur d&apos;air de zone de réfrigération,Refroidisseur d'Air de Zone de Réfrigération: Énergie de Refroidissement Latent,Y,Y
Refrigeration Zone Air Chiller Latent Cooling Rate,Tasa de Enfriamiento Latente del Enfriador de Aire por Refrigeración de Zona,Enfriador de Aire de Zona de Refrigeración: Tasa de Enfriamiento Latente,Taux de refroidissement latent du refroidisseur d&apos;air de zone de réfrigération,Refroidisseur d'air de zone de réfrigération : Puissance frigorifique latente,Y,Y
Refrigeration Zone Air Chiller Sensible Cooling Energy,Energía de Enfriamiento Sensible del Enfriador de Aire por Refrigeración de Zona,Enfriador de Aire de Zona de Refrigeración: Energía de Enfriamiento Sensible,Énergie de refroidissement sensible du refroidisseur d&apos;air de zone de réfrigération,Refroidisseur d'Air de Zone de Réfrigération : Énergie de Refroidissement Sensible,Y,Y
Refrigeration Zone Air Chiller Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Enfriador de Aire por Refrigeración de Zona,Enfriador de Aire de Zona de Refrigeración: Velocidad de Enfriamiento Sensible,Débit de refroidissement sensible du refroidisseur d&apos;air de zone de réfrigération,Refroidisseur d'air en zone : Puissance frigorifique sensible,Y,Y
Refrigeration Zone Air Chiller Total Cooling Energy,Energía de Enfriamiento Total del Enfriador de Aire por Refrigeración de Zona,Refrigeración Enfriador de Aire de Zona: Energía de Enfriamiento Total,Énergie de refroidissement totale du refroidisseur d&apos;air de zone de réfrigération,Refroidissement Zone Refroidisseur d'Air: Énergie de Refroidissement Total,Y,Y
Refrigeration Zone Air Chiller Total Cooling Rate,Tasa de Enfriamiento Total del Enfriador de Aire por Refrigeración de Zona,Refrigeración Enfriador de Aire de Zona: Velocidad de Enfriamiento Total,Taux de refroidissement total du refroidisseur d&apos;air de zone de réfrigération,Refroidisseur d'Air de Zone Frigorifique : Puissance de Refroidissement Total,Y,Y
Refrigeration Zone Air Chiller Water Removed Mass Flow Rate,Caudal Másico de Agua Extraída del Enfriador de Aire por Refrigeración de Zona,Refrigeración Enfriador de Aire de Zona: Flujo Másico de Agua Removida,Débit massique d&apos;eau retirée du refroidisseur d&apos;air zone réfrigération,Refroidissement Zone Refroidisseur d'Air: Débit Massique d'Eau Extraite,Y,Y
Schedule Value,Valor de Horario,Cronograma: Valor,Valeur de l&apos;horaire,Planning: Valeur,Y,Y
Secondary Side Common Pipe Flow Direction,Dirección de Flujo de la Tubería Común del Lado Secundario,Secundario: Dirección del Flujo en Tubería Común del Lado,Direction du débit du tuyau commun du circuit secondaire,Secondaire : Direction du flux dans la conduite commune côté secondaire,Y,Y
Site Beam Solar Radiation Luminous Efficacy,Eficacia Luminosa de la Radiación Solar de Haz Directo del Sitio,Sitio: Eficacia Luminosa de la Radiación Solar Directa,Efficacité lumineuse du rayonnement solaire direct du site,Site: Efficacité Lumineuse du Rayonnement Solaire Direct,Y,Y
Site Daylight Model Sky Brightness,Brillo del Cielo del Modelo de Luz Natural del Sitio,Sitio: Brillo del Cielo del Modelo de Luz Diurna,Luminosité du Ciel du Modèle de Lumière Naturelle du Site,Site: Luminosité du Ciel du Modèle d'Éclairage Naturel,Y,Y
Site Daylight Model Sky Clearness,Despejamiento del Cielo del Modelo de Luz Natural del Sitio,Sitio: Claridad del Cielo del Modelo de Luz Natural,Clarté du Ciel du Modèle d&apos;Éclairage Naturel du Site,Site : Clarté du Ciel du Modèle d'Éclairage Naturel,Y,Y
Site Daylighting Model Sky Brightness,Brillo del Cielo del Modelo de Luz Natural del Sitio,Sitio: Brillo del Cielo del Modelo de Iluminación Natural,Luminosité du ciel du modèle d&apos;éclairage naturel du site,Site: Luminosité du Ciel du Modèle d'Éclairage Naturel,Y,Y
Site Daylighting Model Sky Clearness,Despejamiento del Cielo del Modelo de Luz Natural del Sitio,Sitio: Claridad del Cielo del Modelo de Iluminación Natural,Clarté du ciel du modèle d&apos;éclairage naturel du site,Site: Pureté du ciel du modèle d'éclairage naturel,Y,Y
Site Diffuse Solar Radiation Rate per Area,Tasa de Radiación Solar Difusa del Sitio por Área,Sitio: Tasa de Radiación Solar Difusa por Área,Débit de rayonnement solaire diffus au site par unité de surface,Site: Rayonnement Solaire Diffus par Unité de Surface,Y,Y
Site Direct Solar Radiation Rate per Area,Tasa de Radiación Solar Directa del Sitio por Área,Sitio: Tasa de Radiación Solar Directa por Área,Débit de rayonnement solaire direct du site par unité de surface,Site : Rayonnement Solaire Direct par Unité de Surface,Y,Y
Site Exterior Beam Normal Illuminance,Iluminancia Normal del Haz Exterior del Sitio,Sitio Exterior: Iluminancia Normal Directa,Éclairement énergétique normal direct externe au site,Site Extérieur : Illuminance Normale du Rayonnement Direct,Y,Y
Site Exterior Horizontal Beam Illuminance,Iluminancia Horizontal del Haz Exterior del Sitio,Site Exterior: Iluminancia Solar Directa Horizontal,Illuminance solaire horizontale extérieure du site,Site Extérieur : Éclairement Énergétique Solaire Direct Horizontal,Y,Y
Site Exterior Horizontal Sky Illuminance,Iluminancia Horizontal del Cielo Exterior del Sitio,Site Exterior: Iluminancia Horizontal del Cielo,Éclairement lumineux du ciel horizontal extérieur du site,Site Extérieur : Illuminance du Ciel Horizontal,Y,Y
Site Outdoor Air Drybulb Temperature,Temperatura de Bulbo Seco del Aire Exterior del Sitio,Sitio: Temperatura de Bulbo Seco del Aire Exterior,Température de bulbe sec de l&apos;air extérieur du site,Site: Température de bulbe sec de l'air extérieur,Y,Y
Site Outdoor Air Wetbulb Temperature,Temperatura de Bulbo Húmedo del Aire Exterior del Sitio,Sitio: Temperatura de Bulbo Húmedo del Aire Exterior,Température de bulbe humide de l&apos;air extérieur du site,Site: Température de thermomètre mouillé de l'air extérieur,Y,Y
Site Sky Diffuse Solar Radiation Luminous Efficacy,Eficacia Luminosa de la Radiación Solar Difusa del Cielo del Sitio,Sitio: Eficacia Luminosa de la Radiación Solar Difusa del Cielo,Efficacité lumineuse du rayonnement solaire diffus du ciel du site,Site: Efficacité Lumineuse du Rayonnement Solaire Diffus du Ciel,Y,Y
Solar Collector Absorber Plate Temperature,Temperatura de la Placa Absorbedora del Colector Solar,Colector Solar: Temperatura de la Placa Absorbedora,Température de la plaque absorbante du collecteur solaire,Capteur Solaire : Température de la Plaque Absorbante,Y,Y
Solar Collector Efficiency,Eficiencia del Colector Solar,Colector Solar: Eficiencia,Rendement du Collecteur Solaire,Collecteur Solaire : Rendement,Y,Y
Solar Collector Heat Gain Rate,Tasa de Ganancia de Calor del Colector Solar,Colector Solar: Tasa de Ganancia de Calor,Débit de gain thermique du capteur solaire,Capteur Solaire: Taux de Gain Thermique,Y,Y
Solar Collector Heat Loss Rate,Tasa de Pérdida de Calor del Colector Solar,Colector Solar: Tasa de Pérdida de Calor,Débit de perte thermique du capteur solaire,Capteur Solaire : Débit de Perte de Chaleur,Y,Y
