English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Site Daylight Model Sky Brightness,Brillo del Cielo del Modelo de Luz Natural del Sitio,Sitio: Brillo del Cielo del Modelo de Luz Natural,Luminosité du Ciel du Modèle de Lumière Naturelle du Site,Site : Luminosité du Ciel du Modèle Lumière Naturelle,Y,Y
Site Daylight Model Sky Clearness,Despejamiento del Cielo del Modelo de Luz Natural del Sitio,Sitio: Claridad del Cielo del Modelo de Luz Diurna,Clarté du Ciel du Modèle d&apos;Éclairage Naturel du Site,Site: Clarté du ciel du modèle de lumière du jour,Y,Y
Site Daylighting Model Sky Brightness,Brillo del Cielo del Modelo de Luz Natural del Sitio,Sitio: Brillo del Cielo del Modelo de Iluminación Natural,Luminosité du ciel du modèle d&apos;éclairage naturel du site,Site: Luminosité du Ciel du Modèle d'Éclairage Naturel,Y,Y
Site Daylighting Model Sky Clearness,Despejamiento del Cielo del Modelo de Luz Natural del Sitio,Sitio: Claridad del Cielo del Modelo de Iluminación Natural,Clarté du ciel du modèle d&apos;éclairage naturel du site,Site : Clarté du ciel du modèle d'éclairage naturel,Y,Y
Site Diffuse Solar Radiation Rate per Area,Tasa de Radiación Solar Difusa del Sitio por Área,Sitio: Tasa de Radiación Solar Difusa por Área,Débit de rayonnement solaire diffus au site par unité de surface,Site: Rayonnement solaire diffus par zone,Y,Y
Site Direct Solar Radiation Rate per Area,Tasa de Radiación Solar Directa del Sitio por Área,Sitio: Tasa de Radiación Solar Directa por Área,Débit de rayonnement solaire direct du site par unité de surface,Site : Rayonnement solaire direct par unité de surface,Y,Y
Site Exterior Beam Normal Illuminance,Iluminancia Normal del Haz Exterior del Sitio,Sitio Exterior: Iluminancia Normal Directa,Éclairement énergétique normal direct externe au site,Site Extérieur: Illuminance Normale Directe,Y,Y
Site Exterior Horizontal Beam Illuminance,Iluminancia Horizontal del Haz Exterior del Sitio,Exterior del Sitio: Iluminancia Directa Horizontal,Illuminance solaire horizontale extérieure du site,Site Extérieur : Illuminance Horizontale du Rayonnement Direct,Y,Y
Site Exterior Horizontal Sky Illuminance,Iluminancia Horizontal del Cielo Exterior del Sitio,Sitio Exterior: Iluminancia Horizontal del Cielo,Éclairement lumineux du ciel horizontal extérieur du site,Site Extérieur : Illuminance du Ciel Horizontale,Y,Y
Site Outdoor Air Drybulb Temperature,Temperatura de Bulbo Seco del Aire Exterior del Sitio,Sitio: Temperatura de Bulbo Seco del Aire Exterior,Température de bulbe sec de l&apos;air extérieur du site,Site: Température de bulbe sec de l'air extérieur,Y,Y
Site Outdoor Air Wetbulb Temperature,Temperatura de Bulbo Húmedo del Aire Exterior del Sitio,Sitio: Temperatura de Bulbo Húmedo del Aire Exterior,Température de bulbe humide de l&apos;air extérieur du site,Site: Température de bulbe humide de l'air extérieur,Y,Y
Site Sky Diffuse Solar Radiation Luminous Efficacy,Eficacia Luminosa de la Radiación Solar Difusa del Cielo del Sitio,Sitio: Eficacia Luminosa de la Radiación Solar Difusa del Cielo,Efficacité lumineuse du rayonnement solaire diffus du ciel du site,Site: Efficacité lumineuse du rayonnement solaire diffus du ciel,Y,Y
Solar Collector Absorber Plate Temperature,Temperatura de la Placa Absorbedora del Colector Solar,Colector Solar: Temperatura de la Placa Absorbente,Température de la plaque absorbante du collecteur solaire,Capteur Solaire: Température de la Plaque Absorbante,Y,Y
Solar Collector Efficiency,Eficiencia del Colector Solar,Colector Solar: Eficiencia,Rendement du Collecteur Solaire,Collecteur Solaire: Rendement,Y,Y
Solar Collector Heat Gain Rate,Tasa de Ganancia de Calor del Colector Solar,Colector Solar: Tasa de Ganancia de Calor,Débit de gain thermique du capteur solaire,Capteur Solaire: Débit de Gains Thermiques,Y,Y
Solar Collector Heat Loss Rate,Tasa de Pérdida de Calor del Colector Solar,Colector Solar: Tasa de Pérdida de Calor,Débit de perte thermique du capteur solaire,Capteur Solaire: Débit de Perte Thermique,Y,Y
Solar Collector Heat Transfer Energy,Energía de Transferencia de Calor del Colector Solar,Colector Solar: Energía de Transferencia de Calor,Énergie de transfert thermique du capteur solaire,Capteur Solaire : Énergie Transférée,Y,Y
Solar Collector Heat Transfer Rate,Tasa de Transferencia de Calor del Colector Solar,Colector Solar: Tasa de Transferencia de Calor,Débit de transfert de chaleur du collecteur solaire,Collecteur Solaire: Flux de Chaleur,Y,Y
Solar Collector Incident Angle Modifier,Modificador del Ángulo de Incidencia del Colector Solar,Colector Solar: Modificador del Ángulo de Incidencia,Modificateur d&apos;angle d&apos;incidence du collecteur solaire,Collecteur Solaire: Modificateur d'Angle d'Incidence,Y,Y
Solar Collector Overall Top Heat Loss Coefficient,Coeficiente General de Pérdida de Calor Superior del Colector Solar,Colector Solar: Coeficiente de Pérdida de Calor General hacia el Ambiente,Coefficient Global de Perte de Chaleur Supérieure du Collecteur Solaire,Capteur Solaire : Coefficient Global de Déperdition Thermique Supérieur,Y,Y
Solar Collector Skin Heat Transfer Energy,Energía de Transferencia de Calor por Capa Exterior del Colector Solar,Colector Solar: Energía de Transferencia de Calor en la Superficie,Énergie de Transfert de Chaleur de la Surface du Collecteur Solaire,Collecteur Solaire: Énergie de Transfert Thermique de Paroi,Y,Y
Solar Collector Skin Heat Transfer Rate,Tasa de Transferencia de Calor por Capa Exterior del Colector Solar,Colector Solar: Velocidad de Transferencia de Calor en la Superficie,Taux de transfert de chaleur de la surface du collecteur solaire,Collecteur Solaire : Débit de Transfert de Chaleur de la Surface,Y,Y
Solar Collector Storage Heat Transfer Energy,Energía de Transferencia de Calor del Almacenamiento del Colector Solar,Colector Solar: Energía de Transferencia de Calor del Almacenamiento,Énergie de transfert thermique du stockage du capteur solaire,Collecteur Solaire : Énergie de Transfert de Chaleur du Stockage,Y,Y
Solar Collector Storage Heat Transfer Rate,Tasa de Transferencia de Calor del Almacenamiento del Colector Solar,Colector Solar: Velocidad de Transferencia de Calor del Almacenamiento,Taux de transfert de chaleur du stockage du capteur solaire,Collecteur Solaire: Débit de Transfert de Chaleur vers le Stockage,Y,Y
Solar Collector Storage Water Temperature,Temperatura del Agua de Almacenamiento del Colector Solar,Colector Solar: Temperatura del Agua Almacenada,Température de l&apos;eau du stockage du collecteur solaire,Capteur Solaire: Température de l'Eau du Stockage,Y,Y
Solar Collector Thermal Efficiency,Eficiencia Térmica del Colector Solar,Colector Solar: Eficiencia Térmica,Rendement Thermique du Capteur Solaire,Capteur Solaire : Rendement Thermique,Y,Y
Solar Collector Transmittance Absorptance Product,Producto de Transmitancia-Absortancia del Colector Solar,Colector Solar: Producto de Transmitancia-Absortancia,Produit Transmittance-Absorptance du Collecteur Solaire,Collecteur Solaire : Produit Transmittance-Absorbance,Y,Y
Steam Equipment Convective Heating Energy,Energía de Calefacción Convectiva del Equipo de Vapor,Equipo de Vapor: Energía de Calentamiento Convectivo,Énergie de Chauffage par Convection de l&apos;Équipement à Vapeur,Équipement à Vapeur: Énergie de Chauffage par Convection,Y,Y
Steam Equipment Convective Heating Rate,Tasa de Calefacción Convectiva del Equipo de Vapor,Equipo de Vapor: Tasa de Calentamiento Convectivo,Débit de chauffage par convection de l&apos;équipement à vapeur,Équipement à Vapeur : Débit de Chauffage par Convection,Y,Y
Steam Equipment District Heating Energy,Energía de Calefacción Distrital del Equipo de Vapor,Equipo de Vapor: Energía de Calefacción Distrital,Énergie de chauffage urbain avec équipements à vapeur,Équipement Vapeur : Énergie de Chauffage Urbain,Y,Y
Steam Equipment District Heating Rate,Tasa de Calefacción Distrital del Equipo de Vapor,Equipos de Vapor: Tasa de Calefacción de Distrito,Débit de chauffage urbain avec équipement à vapeur,Équipement de Vapeur : Débit de Chauffage Urbain,Y,Y
Steam Equipment Latent Gain Energy,Energía de Ganancia Latente del Equipo de Vapor,Equipo de Vapor: Energía de Ganancia Latente,Énergie de gain latent de l&apos;équipement à vapeur,Équipement Vapeur : Énergie du Gain Latent,Y,Y
Steam Equipment Latent Gain Rate,Tasa de Ganancia Latente del Equipo de Vapor,Equipo de Vapor: Tasa de Ganancia Latente,Débit de gain latent de l&apos;équipement vapeur,Équipement Vapeur : Débit de Gain Latent,Y,Y
Steam Equipment Lost Heat Energy,Energía de Calor Perdido del Equipo de Vapor,Equipo de Vapor: Energía Térmica Perdida,Énergie Calorifique Perdue de l&apos;Équipement à Vapeur,Équipement Vapeur : Énergie Thermique Perdue,Y,Y
Steam Equipment Lost Heat Rate,Tasa de Calor Perdido del Equipo de Vapor,Equipo de Vapor: Tasa de Calor Perdido,Débit de chaleur perdue des équipements à vapeur,Équipement à Vapeur : Débit de Chaleur Perdue,Y,Y
Steam Equipment Radiant Heating Energy,Energía de Calefacción Radiante del Equipo de Vapor,Sistema de Vapor: Energía de Calefacción Radiante,Énergie de chauffage radiant des équipements à vapeur,Équipement Vapeur : Énergie de Chauffage Radiant,Y,Y
Steam Equipment Radiant Heating Rate,Tasa de Calefacción Radiante del Equipo de Vapor,Equipo de Vapor: Tasa de Calentamiento Radiante,Débit de chauffage radiatif du équipement vapeur,Équipement Vapeur : Débit de Chauffage Radiant,Y,Y
Steam Equipment Total Heating Energy,Energía de Calefacción Total del Equipo de Vapor,Equipo de Vapor: Energía Total de Calefacción,Énergie Calorifique Totale des Équipements à Vapeur,Équipement Vapeur : Énergie Thermique Totale,Y,Y
Steam Equipment Total Heating Rate,Tasa de Calefacción Total del Equipo de Vapor,Equipo de Vapor: Tasa de Calentamiento Total,Débit de chaleur total de l&apos;équipement à vapeur,Équipement à Vapeur : Débit de Chaleur Total,Y,Y
Surface Inside Face Temperature,Temperatura de la Cara Interior de la Superficie,Superficie: Temperatura de la Cara Interior,Température de la Surface Intérieure,Surface : Température de Face Intérieure,Y,Y
Surface Outside Face Temperature,Temperatura de la Cara Exterior de la Superficie,Superficie: Temperatura Cara Exterior,Température de surface externe,Surface : Température de la Face Extérieure,Y,Y
System Node Current Density,Densidad Actual del Nodo del Sistema,Nodo del Sistema: Densidad Actual,Densité de Courant du Nœud Système,Nœud Système : Masse Volumique Actuelle,Y,Y
System Node Current Density Volume Flow Rate,Caudal Volumétrico a Densidad Actual del Nodo del Sistema,Nodo del Sistema: Flujo Volumétrico a Densidad Actual,Débit volumétrique de densité de courant actuel du nœud système,Nœud Système : Débit Volumique à Densité Actuelle,Y,Y
System Node Dewpoint Temperature,Temperatura de Punto de Rocío del Nodo del Sistema,Nodo del Sistema: Temperatura de Punto de Rocío,Température de point de rosée du nœud système,Nœud Système : Température de Point de Rosée,Y,Y
System Node Enthalpy,Entalpía del Nodo del Sistema,Nodo del Sistema: Entalpía,Enthalpie du nœud système,Nœud Système : Enthalpie,Y,Y
System Node Height,Altura del Nodo del Sistema,Nodo del Sistema: Altura,Hauteur du nœud système,Nœud du Système : Hauteur,Y,Y
System Node Humidity Ratio,Relación de Humedad del Nodo del Sistema,Nodo del Sistema: Relación de Humedad,Ratio d&apos;humidité du nœud du système,Nœud Système: Rapport d'humidité,Y,Y
System Node Last Timestep Enthalpy,Entalpía del Último Paso de Tiempo del Nodo del Sistema,Nodo del Sistema: Entalpía del Paso de Tiempo Anterior,Enthalpie du Nœud Système au Dernier Pas de Temps,Nœud Système : Enthalpie au Pas de Temps Précédent,Y,Y
System Node Last Timestep Temperature,Temperatura del Último Paso de Tiempo del Nodo del Sistema,Sistema Nodo: Temperatura del Paso de Tiempo Anterior,Température du nœud système au dernier pas de temps,Système Nœud: Température du Pas de Temps Précédent,Y,Y
System Node Mass Flow Rate,Caudal Másico del Nodo del Sistema,Nodo del Sistema: Flujo Másico,Débit massique du nœud système,Nœud Système : Débit Massique,Y,Y
System Node Pressure,Presión del Nodo del Sistema,Nodo del Sistema: Presión,Pression du nœud du système,Nœud du système : Pression,Y,Y
System Node Quality,Calidad del Nodo del Sistema,Sistema Nodo: Calidad,Qualité du nœud du système,Nœud Système : Qualité,Y,Y
System Node Relative Humidity,Humedad Relativa del Nodo del Sistema,Nodo del Sistema: Humedad Relativa,Humidité Relative du Nœud du Système,Nœud Système : Humidité Relative,Y,Y
System Node Setpoint High Temperature,Temperatura Alta del Punto de Ajuste del Nodo del Sistema,Sistema Nodo: Temperatura de Consigna Superior,Température Haute de Consigne du Nœud Système,Nœud Système : Température de Consigne Haute,Y,Y
System Node Setpoint Humidity Ratio,Relación de Humedad del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Proporción de Humedad en Punto de Consigna,Rapport d&apos;humidité du point de consigne du nœud système,Nœud Système: Consigne de Rapport d'Humidité,Y,Y
System Node Setpoint Low Temperature,Temperatura Baja del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Temperatura de Punto de Ajuste Baja,Température Basse du Point de Consigne du Nœud Système,Nœud Système : Température Basse du Point de Consigne,Y,Y
System Node Setpoint Maximum Humidity Ratio,Relación de Humedad Máxima del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Razón de Humedad Máxima Deseada,Ratio d&apos;Humidité Maximal de Consigne du Nœud Système,Nœud Système : Consigne Humidité Maximale,Y,Y
System Node Setpoint Minimum Humidity Ratio,Relación de Humedad Mínima del Punto de Ajuste del Nodo del Sistema,Sistema Nodo: Punto de Consigna Mínima Relación de Humedad,Ratio d&apos;humidité minimum du point de consigne du nœud système,Nœud Système : Rapport d'Humidité Minimum de Consigne,Y,Y
System Node Setpoint Temperature,Temperatura del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Temperatura de Consigna,Température de consigne du nœud système,Nœud Système : Température de Consigne,Y,Y
System Node Specific Heat,Calor Específico del Nodo del Sistema,Sistema Nodo: Calor Específico,Chaleur spécifique du nœud système,Nœud Système : Chaleur Spécifique,Y,Y
System Node Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar del Nodo del Sistema,Sistema Nodo: Caudal Volumétrico a Densidad Estándar,Débit volumique à densité standard du nœud système,Nœud Système : Débit volumique à densité standard,Y,Y
System Node Temperature,Temperatura del Nodo del Sistema,Nodo del Sistema: Temperatura,Température du Nœud Système,Nœud Système : Température,Y,Y
System Node Wetbulb Temperature,Temperatura de Bulbo Húmedo del Nodo del Sistema,Nodo del Sistema: Temperatura de Bulbo Húmedo,Température de bulbe humide du nœud système,Nœud Système : Température de Bulbe Humide,Y,Y
Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status,Estado de Aceptabilidad del 80% del Modelo Adaptativo ASHRAE 55 de Confort Térmico,Confort Térmico: Estado de Aceptabilidad del 80% del Modelo Adaptativo ASHRAE 55,Statut d&apos;acceptabilité de 80 % du modèle adaptatif ASHRAE 55 pour le confort thermique,Confort thermique : État d'acceptabilité 80% du modèle adaptatif ASHRAE 55,Y,Y
Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status,Estado de Aceptabilidad del 90% del Modelo Adaptativo ASHRAE 55 de Confort Térmico,Confort Térmico: Estado de Aceptabilidad del 90% del Modelo Adaptativo ASHRAE 55,Statut d&apos;acceptabilité 90% du modèle adaptatif ASHRAE 55 pour le confort thermique,Confort Thermique: Statut d'Acceptabilité 90% du Modèle Adaptatif ASHRAE 55,Y,Y
Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature,Temperatura Promedio Móvil del Aire Exterior del Modelo Adaptativo ASHRAE 55 de Confort Térmico,Confort Térmico: Temperatura Promedio Móvil del Aire Exterior del Modelo Adaptativo ASHRAE 55,Température de l&apos;air extérieur en moyenne mobile - Modèle adaptatif ASHRAE 55 Confort thermique,Confort Thermique: Température Moyenne Mobile de l'Air Extérieur du Modèle Adaptatif ASHRAE 55,Y,Y
Thermal Comfort ASHRAE 55 Adaptive Model Temperature,Temperatura del Modelo Adaptativo ASHRAE 55 de Confort Térmico,Confort Térmico: Temperatura del Modelo Adaptativo ASHRAE 55,Température du Modèle Adaptatif ASHRAE 55 pour le Confort Thermique,Confort Thermique : Température du Modèle Adaptatif ASHRAE 55,Y,Y
Thermal Comfort CEN 15251 Adaptive Model Category I Status,Estado de Categoría I del Modelo Adaptativo CEN 15251 de Confort Térmico,Confort Térmico: Estado de Categoría I del Modelo Adaptativo CEN 15251,Statut Catégorie I du Modèle Adaptatif Confort Thermique CEN 15251,Confort Thermique: État de la Catégorie I du Modèle Adaptatif CEN 15251,Y,Y
Thermal Comfort CEN 15251 Adaptive Model Category II Status,Estado de Categoría II del Modelo Adaptativo CEN 15251 de Confort Térmico,Confort Térmico: Estado de Categoría II del Modelo Adaptativo CEN 15251,Statut du Modèle Adaptatif de Confort Thermique CEN 15251 Catégorie II,Confort Thermique: Statut Catégorie II du Modèle Adaptatif CEN 15251,Y,Y
Thermal Comfort CEN 15251 Adaptive Model Category III Status,Estado de Categoría III del Modelo Adaptativo CEN 15251 de Confort Térmico,Confort Térmico: Estado de la Categoría III del Modelo Adaptativo CEN 15251,Statut du Modèle Adaptatif de Confort Thermique CEN 15251 Catégorie III,Confort thermique : Statut du modèle adaptatif CEN 15251 Catégorie III,Y,Y
Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature,Temperatura Promedio Móvil del Aire Exterior del Modelo Adaptativo CEN 15251 de Confort Térmico,Confort Térmico: Temperatura Media Móvil del Aire Exterior del Modelo Adaptativo CEN 15251,Température de l&apos;Air Extérieur Moyenne Mobile du Modèle Adaptatif Confort Thermique CEN 15251,Confort Thermique : Température Extérieure Moyenne Mobile du Modèle Adaptatif CEN 15251,Y,Y
Thermal Comfort CEN 15251 Adaptive Model Temperature,Temperatura del Modelo Adaptativo CEN 15251 de Confort Térmico,Confort Térmico: Temperatura Modelo Adaptativo CEN 15251,Modèle Adaptatif de Température du Confort Thermique CEN 15251,Confort Thermique : Température Modèle Adaptatif CEN 15251,Y,Y
Thermal Comfort Clothing Surface Temperature,Temperatura de Superficie de la Ropa del Confort Térmico,Confort Térmico: Temperatura Superficial de la Ropa,Température de Surface du Vêtement pour le Confort Thermique,Confort Thermique: Température de Surface des Vêtements,Y,Y
Thermal Comfort Fanger Model PMV,PMV del Modelo Fanger de Confort Térmico,Confort Térmico: PMV Modelo de Fanger,Modèle Fanger de Confort Thermique PMV,Confort Thermique : Indice de Vote Moyen Prévisible Fanger,Y,Y
Thermal Comfort Fanger Model PPD,PPD del Modelo Fanger de Confort Térmico,Confort Térmico: PPD Modelo Fanger,Modèle de confort thermique Fanger PPD,Confort Thermique : PPD Modèle Fanger,Y,Y
Thermal Comfort KSU Model Thermal Sensation Index,Índice de Sensación Térmica del Modelo KSU de Confort Térmico,Confort Térmico: Índice de Sensación Térmica Modelo KSU,Indice de sensation thermique du modèle KSU de confort thermique,Confort Thermique: Indice de Sensation Thermique du Modèle KSU,Y,Y
Thermal Comfort Mean Radiant Temperature,Temperatura Radiante Media del Confort Térmico,Confort Térmico: Temperatura Media Radiante,Température Radiante Moyenne du Confort Thermique,Confort thermique : Température moyenne de rayonnement,Y,Y
Thermal Comfort Operative Temperature,Temperatura Operativa del Confort Térmico,Confort Térmico: Temperatura Operativa,Température opérative de confort thermique,Confort Thermique: Température Opérative,Y,Y
Thermal Comfort Pierce Model Discomfort Index,Índice de Incomodidad del Modelo Pierce de Confort Térmico,Confort Térmico: Índice de Incomodidad del Modelo de Pierce,Indice d&apos;inconfort du modèle Pierce pour le confort thermique,Confort Thermique : Indice d'Inconfort du Modèle Pierce,Y,Y
Thermal Comfort Pierce Model Effective Temperature PMV,PMV de Temperatura Efectiva del Modelo Pierce de Confort Térmico,Confort Térmico: Temperatura Efectiva Modelo Pierce PMV,Température Effective Modèle Pierce Confort Thermique PMV,Confort thermique : Température effective du modèle Pierce PMV,Y,Y
Thermal Comfort Pierce Model Standard Effective Temperature PMV,PMV de Temperatura Efectiva Estándar del Modelo Pierce de Confort Térmico,Confort Térmico: Temperatura Efectiva Estándar del Modelo Pierce PMV,Modèle de Confort Thermique Pierce Température Effective Standard PMV,Confort Thermique : Température Effective Standard du Modèle de Pierce PMV,Y,Y
Thermal Comfort Pierce Model Thermal Sensation Index,Índice de Sensación Térmica del Modelo Pierce de Confort Térmico,Confort Térmico: Índice de Sensación Térmica del Modelo Pierce,Indice de Sensation Thermique du Modèle de Confort Thermique Pierce,Confort Thermique : Indice de Sensation Thermique du Modèle Pierce,Y,Y
Thermosiphon Status,Estado del Termosifón,Termosifón: Estado,Statut du Thermosiphon,Thermosiphon: État,Y,Y
Thermostat Control Type,Tipo de Control del Termostato,Termostato: Tipo de Control,Type de contrôle du thermostat,Thermostat : Type de Contrôle,Y,Y
Thermostat Cooling Setpoint Temperature,Temperatura de Punto de Ajuste de Enfriamiento del Termostato,Termostato: Temperatura de Consigna de Enfriamiento,Température de consigne de refroidissement du thermostat,Thermostat: Température de consigne de refroidissement,Y,Y
Thermostat Heating Setpoint Temperature,Temperatura de Punto de Ajuste de Calefacción del Termostato,Termostato: Temperatura de Consigna de Calefacción,Température de consigne de chauffage du thermostat,Thermostat : Température de Consigne de Chauffage,Y,Y
Total Internal Convective Heating Energy,Energía de Calefacción Convectiva Total Interna,Total Interno: Energía de Calentamiento Convectivo,Énergie de chauffage convective interne totale,Total Interne : Énergie de Chauffage par Convection,Y,Y
Total Internal Convective Heating Rate,Tasa de Calefacción Convectiva Total Interna,Total Interno: Tasa de Calentamiento Convectivo,Taux de chauffage convectif interne total,Total Internal: Débit de chaleur convectif interne,Y,Y
Total Internal Latent Gain Energy,Energía de Ganancia Latente Total Interna,Total Interno: Energía de Ganancia Latente,Énergie totale du gain latent interne,Total Interne : Énergie de Gain Latent,Y,Y
Total Internal Latent Gain Rate,Tasa de Ganancia Latente Total Interna,Total Interno: Tasa de Ganancia Latente,Taux de Gain Latent Interne Total,Total Interne: Débit de Gain Latent,Y,Y
Total Internal Radiant Heating Energy,Energía de Calefacción Radiante Total Interna,Total Interno: Energía de Calefacción Radiante,Énergie de Chauffage Radiant Interne Totale,Chauffage Rayonnant Interne Total : Énergie,Y,Y
Total Internal Radiant Heating Rate,Tasa de Calefacción Radiante Total Interna,Total Interno: Velocidad de Calentamiento Radiante,Débit de chauffage radiant interne total,Total Interne : Débit de Chaleur Radiatif,Y,Y
Total Internal Total Heating Energy,Energía de Calefacción Total Interna Total,Total Interno: Energía Total de Calefacción,Énergie de Chauffage Interne Totale,Interne Total : Énergie de Chauffage Totale,Y,Y
Total Internal Total Heating Rate,Tasa de Calefacción Total Interna Total,Total Interno: Tasa Total de Calentamiento,Débit de chauffage interne total,Intérieur Total: Débit de Chauffage Total,Y,Y
Total Internal Visible Radiation Heating Energy,Energía de Calefacción por Radiación Visible Total Interna,Total Interno: Energía de Calentamiento por Radiación Visible,Énergie de chauffage due au rayonnement visible interne total,Rayonnement visible interne total : Énergie de chauffage par rayonnement,Y,Y
Total Internal Visible Radiation Heating Rate,Tasa de Calefacción por Radiación Visible Total Interna,Interno Total: Tasa de Calentamiento por Radiación Visible,Taux de chauffage par rayonnement visible interne total,Total Internal: Taux de chauffage par rayonnement visible,Y,Y
Unit Ventilator Fan Availability Status,Estado de Disponibilidad del Ventilador del Ventilador de Unidad,Ventilador de Aire Acondicionado por Unidad: Estado de Disponibilidad del Ventilador,Statut de disponibilité du ventilateur du ventilateur unitaire,Ventilateur unitaire : État de disponibilité du ventilateur,Y,Y
Unit Ventilator Fan Electricity Energy,Energía Eléctrica del Ventilador del Ventilador de Unidad,Ventilador de Unidad: Energía Eléctrica del Ventilador,Énergie Électrique du Ventilateur du Ventilateur Unitaire,Ventilateur Unitaire: Énergie Électrique du Ventilateur,Y,Y
Unit Ventilator Fan Electricity Rate,Tasa de Electricidad del Ventilador del Ventilador de Unidad,Ventilador de Unidad: Potencia Eléctrica del Ventilador,Débit électrique du ventilateur du ventilo-convecteur,Ventilateur unitaire : Puissance électrique du ventilateur,Y,Y
Unit Ventilator Fan Part Load Ratio,Relación de Carga Parcial del Ventilador del Ventilador de Unidad,Ventilador Unitario: Relación de Carga Parcial del Ventilador,Rapport de Charge Partielle du Ventilateur d&apos;Aérateur Unitaire,Ventilateur d'unité: Ratio de charge partielle du ventilateur,Y,Y
Unit Ventilator Heating Energy,Energía de Calefacción del Ventilador de Unidad,Ventilador Unitario: Energía de Calefacción,Énergie de chauffage du ventilateur unitaire,Ventilateur d'unité : Énergie de chauffage,Y,Y
Unit Ventilator Heating Rate,Tasa de Calefacción del Ventilador de Unidad,Ventilador Unitario: Velocidad de Calentamiento,Débit de chauffage du ventilateur unitaire,Ventilateur d'unité : Débit de chaleur,Y,Y
Unit Ventilator Sensible Cooling Energy,Energía de Enfriamiento Sensible del Ventilador de Unidad,Ventilador de Unidad: Energía de Enfriamiento Sensible,Énergie de refroidissement sensible du ventilateur unitaire,Ventilateur d'unité : Énergie de refroidissement sensible,Y,Y
Unit Ventilator Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Ventilador de Unidad,Ventilador Unitario: Velocidad de Enfriamiento Sensible,Débit de refroidissement sensible de l&apos;aérotherme,Ventilateur d'unité : Taux de refroidissement sensible,Y,Y
Unit Ventilator Total Cooling Energy,Energía Total de Enfriamiento del Ventilador de Unidad,Ventilador de Unidad: Energía Total de Enfriamiento,Énergie de refroidissement totale du ventilateur unitaire,Ventilateur d'unité : Énergie de refroidissement totale,Y,Y
Unit Ventilator Total Cooling Rate,Tasa Total de Enfriamiento del Ventilador de Unidad,Ventilador Unitario: Velocidad de Enfriamiento Total,Débit de refroidissement total du ventilateur climatiseur,Ventilateur Unitaire: Débit de Refroidissement Total,Y,Y
Unitary System Ancillary Electricity Rate,Tasa de Electricidad Auxiliar del Sistema Unitario,Sistema Unitario: Tasa de Consumo de Electricidad Auxiliar,Taux d&apos;électricité auxiliaire du système unitaire,Système Unitaire : Débit de Consommation Électrique Auxiliaire,Y,Y
Unitary System Compressor Part Load Ratio,Relación de Carga Parcial del Compresor del Sistema Unitario,Sistema Unitario: Razón de Carga Parcial del Compresor,Rapport de charge partielle du compresseur du système unitaire,Système Unitaire : Ratio de Charge Partielle du Compresseur,Y,Y
Unitary System Compressor Speed Ratio,Relación de Velocidad del Compresor del Sistema Unitario,Sistema Unitario: Relación de Velocidad del Compresor,Ratio de Vitesse du Compresseur du Système Unitaire,Système Unitaire: Rapport de Vitesse du Compresseur,Y,Y
Unitary System Cooling Ancillary Electricity Energy,Energía Eléctrica Auxiliar de Enfriamiento del Sistema Unitario,Sistema Unitario: Energía de Electricidad Auxiliar de Enfriamiento,Énergie Électrique Auxiliaire de Refroidissement du Système Unitaire,Système Unitaire : Énergie Électrique Auxiliaire en Refroidissement,Y,Y
Unitary System Cycling Ratio,Relación de Ciclos del Sistema Unitario,Sistema Unitario: Relación de Ciclos,Rapport de Cyclage du Système Unitaire,Système Unitaire: Rapport de Cyclage,Y,Y
Unitary System DX Coil Cycling Ratio,Relación de Ciclos del Serpentín DX del Sistema Unitario,Sistema Unitario: Relación de Ciclo de la Bobina DX,Rapport de Cycles de la Bobine DX du Système Unitaire,Système Unitaire : Ratio de Cyclage de la Bobine DX,Y,Y
Unitary System DX Coil Speed Level,Nivel de Velocidad del Serpentín DX del Sistema Unitario,Sistema Unitario: Nivel de Velocidad de Serpentín DX,Niveau de Vitesse de la Bobine DX du Système Unitaire,Système Unitaire : Niveau de Vitesse de la Bobine DX,Y,Y
Unitary System DX Coil Speed Ratio,Relación de Velocidad del Serpentín DX del Sistema Unitario,Sistema Unitario: Relación de Velocidad de Bobina DX,Rapport de vitesse du serpentin DX du système unitaire,Système Unitaire : Ratio de Vitesse de la Bobine de Refroidissement Direct,Y,Y
Unitary System Electricity Energy,Energía Eléctrica del Sistema Unitario,Sistema Unitario: Energía Eléctrica,Énergie Électrique du Système Unitaire,Système Unitaire : Énergie Électrique,Y,Y
