Context,English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
openstudio::MaterialsView,Infrared Transparent Materials,Materiales transparentes al infrarrojo,Materiales Transparentes al Infrarrojo,Matériaux Transparents aux Infrarouges,Matériaux Transparents aux Infrarouges,Y,
openstudio::MaterialsView,Materials,Materiales,Materiales,Matériaux,Matériaux,,
openstudio::MaterialsView,No Mass Materials,Materiales sin masa,Materiales Sin Masa,Matériaux sans masse,Matériaux sans masse,Y,
openstudio::MaterialsView,Refraction Extinction Method Glazing Window Materials,Materiales de vidrio (método de extinción por refracción),Método de Extinción por Refracción para Materiales de Vidrio de Ventanas,Matériaux de vitrage de fenêtre - Méthode d'extinction de réfraction,Méthode de Réfraction et Extinction pour Matériaux de Vitrage des Fenêtres,Y,Y
openstudio::MaterialsView,Roof Vegetation Materials,Materiales de vegetación en cubierta,Materiales de Vegetación en Techos,Matériaux de végétation de toiture,Matériaux de Toiture Végétalisée,Y,Y
openstudio::MaterialsView,Screen Window Materials,Materiales de pantalla para ventanas,Materiales de Pantalla para Ventanas,Matériaux des Écrans Fenêtres,Matériaux d'écran de fenêtre,Y,Y
openstudio::MaterialsView,Shade Window Materials,Materiales de persiana opaca para ventanas,Materiales para Sombra de Ventanas,Matériaux de Protection des Fenêtres,Matériaux de Protection Solaire pour Fenêtres,Y,Y
openstudio::MaterialsView,Simple Glazing System Window Materials,Materiales de acristalamiento simple,Materiales de Ventana con Sistema de Acristalamiento Simplificado,Matériaux de Fenêtre Système de Vitrage Simple,Matériaux de Fenêtre avec Système Vitrage Simplifié,Y,Y
openstudio::MeasureManager,All measures are up-to-date.,Nombre del Nodo de Salida,Todas las medidas están actualizadas.,Toutes les mesures sont à jour.,Toutes les mesures sont à jour.,Y,
openstudio::MeasureManager,measures have been updated on BCL compared to your local BCL directory.,"las medidas han sido actualizadas en BCL comparado con tu directorio BCL
local.",measures han sido actualizadas en BCL comparadas con su directorio BCL local.,"mesures ont été mises à jour sur la BCL par rapport à votre dossier BCL
local.",les mesures ont été mises à jour sur la BCL par rapport à votre répertoire BCL local.,Y,Y
openstudio::MeasureManager,Measures Updated,Nombre del Nodo de Salida,Medidas Actualizadas,Mesures mises à jour,Mesures mises à jour,Y,
openstudio::MeasureManager,Would you like update them?,¿Desea actualizarlos?,¿Desea actualizarlas?,Voulez-vous les mettre à jour ?,Voulez-vous les mettre à jour ?,Y,
openstudio::MechanicalVentilationView,Demand Controlled Ventilation,Ventilación Controlada por Demanda,Ventilación Controlada por Demanda,Ventilation contrôlée par la demande,Ventilation à Débit Commandé par la Demande,,Y
openstudio::MechanicalVentilationView,Differential Dry Bulb,Bulbo Seco Diferencial,Diferencial de Bulbo Seco,Différentiel de Température Sèche,Différentiel Bulbe Sec,Y,Y
openstudio::MechanicalVentilationView,Differential Dry Bulb and Enthalpy,Bulbo Seco y Entalpía Diferencial,Diferencial de Temperatura Seca y Entalpía,Différence de Bulbe Sec et d'Enthalpie,Différence de Température Sèche et d'Enthalpie,Y,Y
openstudio::MechanicalVentilationView,Differential Enthalpy,Entalpía Diferencial,Entalpía Diferencial,Enthalpie différentielle,Enthalpie différentielle,,
openstudio::MechanicalVentilationView,Economizer,Economizador,Economizador,Économiseur,Économiseur d'air,,Y
openstudio::MechanicalVentilationView,Electronic Enthalpy,Entalpía Electrónica,Entalpía Electrónica,Enthalpie Électronique,Échangeur d'enthalpie électronique,,Y
openstudio::MechanicalVentilationView,Fixed Dewpoint and Dry Bulb,Punto de Rocío y Bulbo Seco Fijo,Punto de Rocío Fijo y Temperatura de Bulbo Seco,Point de rosée fixe et Température sèche,Point de rosée fixe et température sèche,Y,Y
openstudio::MechanicalVentilationView,Fixed Dry Bulb,Bulbo Seco Fijo,Bulbo Seco Fijo,Température sèche fixe,Température de Bulbe Sec Fixe,,Y
openstudio::MechanicalVentilationView,Fixed Enthalpy,Entalpía Fija,Entalpía Fija,Enthalpie fixe,Enthalpie Fixe,,Y
openstudio::MechanicalVentilationView,No Economizer,Sin Economizador,Sin economizador,Pas d'économiseur d'air,Pas d'économiseur,Y,Y
openstudio::MechanicalVentilationView,This system configuration does not provide mechanical ventilation,Esta configuración del sistema no provee ventilación mecánica,Esta configuración del sistema no proporciona ventilación mecánica,Cette configuration de système ne fournit pas de ventilation mécanique,Cette configuration de système ne fournit pas de ventilation mécanique,Y,
openstudio::MonthView,April,Abril,Abril,Avril,Avril,,
openstudio::MonthView,August,Agosto,Agosto,Août,Août,,
openstudio::MonthView,December,Diciembre,Diciembre,Décembre,Décembre,,
openstudio::MonthView,February,Febrero,Febrero,Février,Février,,
openstudio::MonthView,January,Enero,Enero,Janvier,Janvier,,
openstudio::MonthView,July,Julio,Julio,Juillet,Juillet,,
openstudio::MonthView,June,Junio,Junio,Juin,Juin,,
openstudio::MonthView,March,Marzo,Marzo,Mars,Mars,,
openstudio::MonthView,May,Mayo,Mayo,Mai,Mai,,
openstudio::MonthView,November,Noviembre,Noviembre,Novembre,Novembre,,
openstudio::MonthView,October,Octubre,Octubre,Octobre,Octobre,,
openstudio::MonthView,September,Septiembre,Septiembre,Septembre,Septembre,,
openstudio::NewProfileView,<New Profile>,<Nuevo perfil>,<Nuevo perfil>,<Nouveau profil>,<Nouveau profil>,,
openstudio::NewProfileView,Add,Agregar,Añadir,Ajouter,Ajouter,Y,
openstudio::NewProfileView,Create a new profile to override the default run period profile.,Cree un nuevo perfil para reemplazar el perfil del período de ejecución predeterminado.,Cree un nuevo perfil para anular el perfil predeterminado del período de ejecución.,Créer un nouveau profil pour remplacer le profil de période d'exécution par défaut.,Créer un nouveau profil pour remplacer le profil de période d'exécution par défaut.,Y,
openstudio::NewProfileView,Create a new profile.,Crear un nuevo perfil.,Crear un nuevo perfil.,Créer un nouveau profil.,Créer un nouveau profil.,,
openstudio::NewProfileView,Default Day Schedule,Horario del día predeterminado,Programa del Día Predeterminado,Calendrier journalier par défaut,Calendrier de jour par défaut,Y,Y
openstudio::NewProfileView,Holiday Design Day Schedule,Horario del día de diseño festivo,Calendario de Días de Diseño para Vacaciones,Calendrier de jour de conception pour jours fériés,Calendrier des Jours de Conception pour Jours Fériés,Y,Y
openstudio::NewProfileView,Make a New Profile Based on:,Crear un nuevo perfil basado en:,Crear un Nuevo Perfil Basado en:,Créer un nouveau profil basé sur :,Créer un nouveau profil basé sur :,Y,
openstudio::NewProfileView,Summer Design Day Schedule,Horario del día de diseño de verano,Horario del Día de Diseño de Verano,Calendrier du jour de conception d'été,Calendrier de jour de conception d'été,Y,Y
openstudio::NewProfileView,"The holiday profile is not set, therefore the default run period profile will be used.",El perfil de días festivos no está definido; se utilizará el perfil del período de ejecución predeterminado.,"El perfil de vacaciones no está configurado, por lo tanto se utilizará el perfil del período de ejecución predeterminado.","Le profil de congés n'est pas défini, par conséquent le profil de période d'exécution par défaut sera utilisé.","Le profil de vacances n'est pas configuré, par conséquent le profil de période de simulation par défaut sera utilisé.",Y,Y
openstudio::NewProfileView,"The summer design day profile is not set, therefore the default run period profile will be used.",El perfil del día de diseño de verano no está definido; se utilizará el perfil del período de ejecución predeterminado.,"El perfil del día de diseño de verano no está definido, por lo tanto se utilizará el perfil del período de ejecución predeterminado.","Le profil de jour de conception d'été n'est pas défini, la période de fonctionnement par défaut sera donc utilisée.","Le profil du jour de conception estivale n'est pas défini, le profil de la période de simulation par défaut sera donc utilisé.",Y,Y
openstudio::NewProfileView,"The winter design day profile is not set, therefore the default run period profile will be used.",El perfil del día de diseño de invierno no está definido; se utilizará el perfil del período de ejecución predeterminado.,"El perfil del día de diseño de invierno no está establecido, por lo tanto se utilizará el perfil del período de ejecución predeterminado.","Le profil de jour de conception hivernale n'est pas défini, par conséquent le profil de période de fonctionnement par défaut sera utilisé.","Le profil du jour de conception hivernale n'est pas défini, par conséquent le profil de période de simulation par défaut sera utilisé.",Y,Y
openstudio::NewProfileView,Winter Design Day Schedule,Horario del día de diseño de invierno,Calendario de Día de Diseño de Invierno,Calendrier du jour de conception d'hiver,Calendrier de jour de conception d'hiver,Y,Y
openstudio::NoMechanicalVentilationView,This system configuration does not provide mechanical ventilation,Esta configuración del sistema no provee ventilación mecánica,Esta configuración del sistema no proporciona ventilación mecánica,Cette configuration de système ne fournit pas de ventilation mécanique,Cette configuration de système ne fournit pas de ventilation mécanique,Y,
openstudio::NoSupplyAirTempControlView,"<strong style=""color:red"">Missing supply temperature control</strong>. Try adding a setpoint manager to the supply outlet node of your system.","<strong style=""color:red"">Falta control de temperatura de suministro</strong>. Intente agregar un gestor de punto de ajuste al nodo de salida de suministro de su sistema.",Control de temperatura de suministro faltante. Intente agregar un gestor de consigna al nodo de salida de suministro de su sistema.,"<strong style=""color:red"">Contrôle de température d'alimentation manquant</strong>. Essayez d'ajouter un gestionnaire de consigne au nœud de sortie d'alimentation de votre système.",Contrôle de température d'alimentation manquant. Essayez d'ajouter un gestionnaire de consigne au nœud de sortie d'alimentation de votre système.,Y,Y
openstudio::OAResetSPMView,Supply temperature is controlled by an outdoor air reset setpoint manager.,La temperatura de suministro es controlada por un gestor de restablecimiento de aire exterior.,La temperatura de suministro está controlada por un gestor de punto de consigna con reinicio según temperatura exterior.,La température de départ est régulée par un gestionnaire de consigne avec réinitialisation sur l'air extérieur.,La température de soufflage est contrôlée par un gestionnaire de consigne avec réinitialisation sur température extérieure.,Y,Y
openstudio::OSDialog,Back,Atrás,Atrás,Retour,Retour,,
openstudio::OSDialog,Cancel,Cancelar,Cancelar,Annuler,Annuler,,
openstudio::OSDialog,OK,OK,Aceptar,OK,OK,Y,
openstudio::OSDocument,(*.idf),(*.idf),(*.idf),(*.idf),(*.idf),,
openstudio::OSDocument,(*.osm),(*.osm),(*.osm),(*.osm),(*.osm),,
openstudio::OSDocument,(*.xml),(*.xml),(*.xml),(*.xml),(*.xml),,
openstudio::OSDocument,Constructions,Construcciones,Construcciones,Constructions,Constructions,,
openstudio::OSDocument,Export Idf,Exportar Idf,Exportar Idf,Exporter un IDF,Exporter Idf,,Y
openstudio::OSDocument,Facility,Edificio,Instalación,Bâtiment,Bâtiment,Y,
openstudio::OSDocument,Failed to save model,Fallo al guardar modelo,No se pudo guardar el modelo,Impossible de sauvegarder le Modèle,Impossible d'enregistrer le modèle,Y,Y
openstudio::OSDocument,"Failed to save model, make sure that you do not have the location open and that you have correct write access.","Fallo al guardar modelo, asegurece de que no tiene la locación abierta y que tiene acceso correcto para modificar.","No se pudo guardar el modelo, asegúrese de que no tiene la ubicación abierta y de que tiene acceso de escritura correcto.","Impossible de sauvegarde le Modèle, assurez-vous que vous n'avez pas le dossier ouvert et que vous avez les droits suffisant en écriture.","Impossible d'enregistrer le modèle, assurez-vous que vous n'avez pas l'emplacement ouvert et que vous disposez des droits d'accès en écriture appropriés.",Y,Y
openstudio::OSDocument,Geometry,Geometría,Geometría,Géométrie,Géométrie,,
openstudio::OSDocument,HVAC Systems,Sistemas HVAC,Sistemas HVAC,Systèmes HVAC,Systèmes HVAC,,
openstudio::OSDocument,Loads,Cargas,Cargas,Charges,Charger,,Y
openstudio::OSDocument,Measures,Medidas,Medidas,Mesures,Mesures,,
openstudio::OSDocument,Online BCL,BCL en Linea,BCL en línea,Online BCL,BCL en ligne,Y,Y
openstudio::OSDocument,Output Variables,Variables de salida,Variables de Salida,Variables de sortie,Variables de sortie,Y,
openstudio::OSDocument,Results Summary,Resumen de resultados,Resumen de Resultados,Résumé des résultats,Résumé des résultats,Y,
openstudio::OSDocument,Run Simulation,Ejecutar simulación,Ejecutar Simulación,Exécuter la simulation,Lancer la simulation,Y,Y
openstudio::OSDocument,Save,Guardar,Guardar,Enregistrer,Enregistrer,,
openstudio::OSDocument,Schedules,Horarios,Cronogramas,Calendriers,Calendriers,Y,
openstudio::OSDocument,Select My Measures Directory,Seleccionar Directorio de Mis Medidas,Seleccionar Directorio de Mis Medidas,"Selectionner le dossier ""My Measures""",Sélectionner le répertoire Mes Mesures,,Y
openstudio::OSDocument,Simulation Settings,Configuración de simulación,Configuración de Simulación,Paramètres de simulation,Paramètres de simulation,Y,
openstudio::OSDocument,Site,Sitio,Sitio,Site,Site,,
openstudio::OSDocument,Space Types,Tipos de espacio,Tipos de Espacios,Types d'espaces,Types d'espaces,Y,
openstudio::OSDocument,Spaces,Espacios,Espacios,Espaces,Espaces,,
openstudio::OSDocument,Thermal Zones,Zonas térmicas,Zonas Térmicas,Zones thermiques,Zones Thermiques,Y,Y
openstudio::OSDropZone,Drag From Library,Arrastrar desde la biblioteca,Arrastrar desde la Biblioteca,Glisser-déposer depuis la bibliothèque,Glisser depuis la bibliothèque,Y,Y
openstudio::OSGridController,Apply to Selected,Aplicar a Seleccionados,Aplicar a Seleccionados,Appliquer à la sélection,Appliquer à la sélection,,
openstudio::OSGridController,Custom,Personalizado,Personalizado,Personnalisé,Personnalisé,,
openstudio::OSItemSelectorButtons,Add new object,Agregar nuevo objeto,Agregar nuevo objeto,Ajouter un nouvel objet,Ajouter un nouvel objet,,
openstudio::OSItemSelectorButtons,Copy selected object,Copiar objeto seleccionado,Copiar objeto seleccionado,Copier les objets sélectionnés,Copier l'objet sélectionné,,Y
openstudio::OSItemSelectorButtons,Purge unused objects,Borrar todos los objetos sin usar,Eliminar objetos sin usar,Purger les objets inutilisés,Supprimer les objets inutilisés,Y,Y
openstudio::OSItemSelectorButtons,Remove selected objects,Remover objetos seleccionados,Eliminar objetos seleccionados,Supprimer les objets selectionnés,Supprimer les objets sélectionnés,Y,Y
openstudio::OpenStudioApp,' is not writable. Adjust the file permissions,Solucionador,' no tiene permisos de escritura. Ajuste los permisos del archivo',' n'est pas accessible en écriture. Ajustez les droits,« n'a pas les droits d'accès en écriture. Ajustez les autorisations du fichier »,Y,Y
openstudio::OpenStudioApp,' which is the <strong>same</strong> version of EnergyPlus that OpenStudio uses (,' cual es la <strong>misma</strong> versión de EnergyPlus que OpenStudio utiliza(,' que es la misma versión de EnergyPlus que utiliza OpenStudio (',' qui est la <strong>même</strong> version d'EnergyPlus qu'OpenStudio utilise (,» qui est la même version d'EnergyPlus qu'OpenStudio utilise (,Y,Y
openstudio::OpenStudioApp,' while OpenStudio uses a <strong>newer</strong> EnergyPlus ',' mientras que OpenStudio utiliza un EnergyPlus <strong>más nuevo</strong> ','mientras que OpenStudio utiliza una versión más reciente de EnergyPlus ',' tandis qu'OpenStudio utilise une version <strong>plus récente</strong> d'EnergyPlus ',' tandis qu'OpenStudio utilise une version plus récente d'EnergyPlus ',Y,Y
openstudio::OpenStudioApp,' while OpenStudio uses an <strong>older</strong> EnergyPlus ',' mientras que OpenStudio utiliza un EnergyPlus <strong>más antigua</strong> ',mientras que OpenStudio utiliza una versión de EnergyPlus más antigua,' tandis qu'OpenStudio utilise une version <strong>plus ancienne</strong> d'EnergyPlus ',' tandis qu'OpenStudio utilise une version antérieure d'EnergyPlus ',Y,Y
openstudio::OpenStudioApp,'.,'.,','.,'.',Y,Y
openstudio::OpenStudioApp,'. Consider using the EnergyPlus Auxiliary program IDFVersionUpdater to update your IDF file.,'. Considere utilizar el programa Auxiliar de EnergyPlus IDFVersionUpdater para actualizar su archivo IDF.,Considere usar el programa auxiliar de EnergyPlus IDFVersionUpdater para actualizar su archivo IDF.,'. Vous pouvez utiliser le program axuliaire d'EnergyPlus appelé IDFVersionUpdater pour mettre à jour votre fichier IDF.,'. Envisagez d'utiliser le programme auxiliaire EnergyPlus IDFVersionUpdater pour mettre à jour votre fichier IDF.,Y,Y
openstudio::OpenStudioApp,(*.idf),(*.idf),(*.idf),(*.idf),(*.idf),,
openstudio::OpenStudioApp,(*.osm),(*.osm),(*.osm),(*.osm),(*.osm),,
openstudio::OpenStudioApp,(*.xml),(*.xml),(*.xml),(*.xml),(*.xml),,
openstudio::OpenStudioApp,(Manage library files in Preferences->Change default libraries),(Administre los archivos de librerías en Preferencias->Cambiar librerías estándar),(Administrar archivos de biblioteca en Preferencias->Cambiar bibliotecas predeterminadas),(Gérer les fichiers Bibliothèques dans Préférences-> Modifier les Bibliothèques par défaut),(Gérer les fichiers de bibliothèque dans Préférences->Modifier les bibliothèques par défaut),Y,Y
openstudio::OpenStudioApp,) and that all fields are valid against Energy+.idd.,) y todos los campos son validos contra el Energy+.idd.,) y que todos los campos son válidos según Energy+.idd.,) et que tous les champs sont valides par rapport à Energy+.idd.,et que tous les champs sont valides par rapport à Energy+.idd.,Y,Y
openstudio::OpenStudioApp,<br/><br/>The ValidityReport follows.,<br/><br/>Sigue el ReportedeValidación.,El ValidityReport se presenta a continuación.,<br/><br/>The rapport de validité (ValidityReport) suit.,Le rapport de validité suit.,Y,Y
openstudio::OpenStudioApp,<strong>File is not valid to draft strictness</strong>. Check that all fields are valid against Energy+.idd.,<strong>El archivo no es válido para ensayar rigor</strong>. Revise que todos los campos son válidos contra el Energy+.idd.,El archivo no es válido según el nivel de strictness de borrador. Verifique que todos los campos sean válidos según Energy+.idd.,<strong>Le fichier n'est pas valide au niveau Draft</strong>. Vérifiez que tous les champs sont valides par rapport à Energy+.idd.,Le fichier n'est pas valide selon la rigueur de brouillon. Vérifiez que tous les champs sont valides selon Energy+.idd.,Y,Y
openstudio::OpenStudioApp,<strong>Some portions of the IDF file were not imported.</strong>,<strong>Algunas porciones del archivo de IDF no se importaron.</strong>,Algunas partes del archivo IDF no fueron importadas.,<strong>Certaines portions de l'IDF n'ont pas été importées.</strong>,Certaines portions du fichier IDF n'ont pas été importées.,Y,Y
openstudio::OpenStudioApp,<strong>The IDF does not have a VersionObject</strong>. Check that it is of correct version (,<strong>El archivo no contiene un VersionObject</strong>. Revise si es la versión correcta (,El IDF no tiene un VersionObject. Verifique que sea de la versión correcta (,<strong>Le fichier IDF n'a pas de VersionObject</strong>. Vérifiez qu'il utilise bien la bonne version (,Le fichier IDF n'a pas d'objet Version. Vérifiez qu'il est de la bonne version (,Y,Y
openstudio::OpenStudioApp,==== The following idf objects were not imported ====,==== Los siguientes objectos del idf no fueron importados====,==== Los siguientes objetos idf no fueron importados ====,"==== Les objets IDF suivants n'ont pas été
importés
====",==== Les objets idf suivants n'ont pas été importés ====,Y,Y
openstudio::OpenStudioApp,============== Warnings ==============,============== Advertencias ==============,============== Advertencias ==============,"==============
Avertissements
==============",============== Avertissements ==============,,Y
openstudio::OpenStudioApp,=============== Errors ===============,=============== Errores ===============,=============== Errores ===============,"===============
Erreurs
===============",=============== Erreurs ===============,,Y
openstudio::OpenStudioApp,"A new version is available at <a href=""","Una nueva versión está disponible en <a href=""","Una nueva versión está disponible en <a href=""","Une ouvelle version est disponible à <a href=""","Une nouvelle version est disponible à <a href=""",,Y
openstudio::OpenStudioApp,"A restart of the OpenStudio Application is required for language changes to be fully functionnal.
Would you like to restart now?","Se require reiniciar la Aplicación OpenStudio para que los cambios de lenguaje surtan efecto.
Quisiera reiniciar ahora?","Una reinicialización de la aplicación OpenStudio es necesaria para que los cambios de idioma sean completamente funcionales.
¿Desea reiniciar ahora?","Un Redémarrage de l'OpenStudio Application est requis pour que le changement de langue soit complètement fonctionnel.
Souhaitez-vous redémarrer maintenant ?","Une redémarrage de l'application OpenStudio est requis pour que les changements de langue soient pleinement fonctionnels.
Voulez-vous redémarrer maintenant ?",Y,Y
openstudio::OpenStudioApp,About,Acerca,Acerca de,À propos,À propos,Y,
openstudio::OpenStudioApp,Are you sure you want to revert to the last saved version?,Está seguro de que quiere revertir a la última versión guardada?,¿Está seguro de que desea revertir a la última versión guardada?,Etes-vous sûr de vouloir revenir à la dernière version sauvegardée ?,Êtes-vous sûr de vouloir revenir à la dernière version enregistrée ?,Y,Y
openstudio::OpenStudioApp,Check for Updates,Buscar Actualizaciones,Buscar actualizaciones,Rechercher les mises à jour,Vérifier les mises à jour,Y,Y
openstudio::OpenStudioApp,Chrome Debugger: http://localhost:,Chrome Debugger: http://localhost:,Chrome Debugger: http://localhost:,Chrome Debugger: http://localhost:,Chrome Debugger : http://localhost:,,Y
openstudio::OpenStudioApp,Could not import,No se pudo importar,No se pudo importar,Impossible d'importer,Impossible d'importer,,
openstudio::OpenStudioApp,Could not import SDD file.,No se pudo importar el archivo SDD.,No se pudo importar el archivo SDD.,Impossible d'importer le fichier SDD.,Impossible d'importer le fichier SDD.,,
openstudio::OpenStudioApp,Currently using the most recent version,La versión actual es la mas reciente,Actualmente usando la versión más reciente,Vous utilisez la version la plus récente.,Vous utilisez actuellement la version la plus récente,Y,Y
openstudio::OpenStudioApp,Do you want to save your changes?,¿Quisiera guardar sus cambios?,¿Desea guardar los cambios?,Voulez-vous sauvegarder les changements ?,Voulez-vous enregistrer vos modifications ?,Y,Y
openstudio::OpenStudioApp,Errors or warnings occurred on import of,Errores o advertencias occurieron al importar,Ocurrieron errores o advertencias al importar,Des erreurs or avertissements ont été émis pendant l'import du,Des erreurs ou des avertissements se sont produits lors de l'importation de,Y,Y
openstudio::OpenStudioApp,"Existing Ruby scripts have been removed.
Ruby scripts are no longer supported and have been replaced by measures.","Los scripts de Ruby han sido removidos.
Los scripts de Ruby ya no son compatibles y se han remplazado por medidas.","Los scripts de Ruby existentes han sido eliminados.
Ya no se admiten scripts de Ruby y han sido reemplazados por medidas.","Les scripts Ruby ont été supprimés.
Les scrips Ruby sont désormais obsolètes et ont été remplacés par les Mesures.","Les scripts Ruby existants ont été supprimés.
Les scripts Ruby ne sont plus pris en charge et ont été remplacés par des mesures.",Y,Y
openstudio::OpenStudioApp,Failed to load model,Fallo al cargar el modelo,No se pudo cargar el modelo,Impossible de charger le modèle,Impossible de charger le modèle,Y,
openstudio::OpenStudioApp,Failed to load the following libraries...,Fallo al cargar las siguientes librerías...,No se pudieron cargar las siguientes librerías...,"Impossible de charger les
bibliothèques
suivantes...",Impossible de charger les bibliothèques suivantes...,Y,Y
openstudio::OpenStudioApp,Failed to open file at,Fallo al abrir archivo en,No se pudo abrir el archivo en,Impossible de charger le fichier,Échec de l'ouverture du fichier à,Y,Y
openstudio::OpenStudioApp,Failed to start the Measure Manager. Would you like to keep waiting?,Absortancia de la Placa Absorbedora,No se pudo iniciar el Administrador de Medidas. ¿Desea seguir esperando?,Impossible de démarrer le Manager de Measure. Voulez-vous attendre ?,Impossible de démarrer le Gestionnaire de mesures. Voulez-vous continuer à attendre?,Y,Y
openstudio::OpenStudioApp,Failed to start the Measure Manager. Would you like to retry?,Fallo al comenzar el Administrador de Medidas. Desea reintentar?,No se pudo iniciar el Administrador de Medidas. ¿Desea reintentar?,Impossible de démarrer le Gestionnaire de mesures. Souhaitez-vous réessayer ?,Échec du démarrage du Gestionnaire de mesures. Voulez-vous réessayer ?,Y,Y
openstudio::OpenStudioApp,file at,archivo en,archivo en,au chemin,fichier à,,Y
openstudio::OpenStudioApp,IDF Import,Importación de IDF,Importación de IDF,Import IDF,Importation IDF,,Y
openstudio::OpenStudioApp,IDF Import Failed,La Importación de IDF falló,La importación de IDF falló,Import de l'IDF raté,L'importation IDF a échoué,Y,Y
openstudio::OpenStudioApp,Import,Importar,Importar,Importer,Importer,,
openstudio::OpenStudioApp,Import Idf,Importar Idf,Importar Idf,Importer un IDF,Importer Idf,,Y
openstudio::OpenStudioApp,Loading Library Files,Cargando Archivos de Librería,Cargando Archivos de Biblioteca,Chargement des Bibliothèques OSM,Chargement des fichiers de bibliothèque,Y,Y
openstudio::OpenStudioApp,Measure Manager Crashed,Producto Transmitancia-Absortancia Normal de Celda FV,Gestor de Medidas se bloqueó,Le Manager des Mesures a planté,Le gestionnaire de mesures a planté,Y,Y
openstudio::OpenStudioApp,Measure Manager has crashed,El Administrador de Medidas ha colapsado,Measure Manager se ha bloqueado,Le gestionnaire de mesures a plongé,Le Gestionnaire de mesures s'est arrêté de manière inattendue,Y,Y
openstudio::OpenStudioApp,"Measure Manager has crashed, attempting to restart","El Administrador de Medidas ha colapsado, intentando reiniciar","El Gestor de Medidas ha fallado, intentando reiniciar","Measure Manager s'est arrêté de manière inattendue, tentative
de
redémarrage","Le gestionnaire de mesures a plongé, tentative de redémarrage",Y,Y
openstudio::OpenStudioApp,Measure Manager has crashed. Do you want to retry?,Producto de Transmitancia-Absortancia Normal de Célula FV,Administrador de medidas se ha bloqueado. ¿Desea reintentar?,Impossible de démarrer le Manager de Measure. Voulez-vous réessayer ?,Le Gestionnaire de Mesures s'est arrêté de façon inattendue. Voulez-vous réessayer ?,Y,Y
openstudio::OpenStudioApp,Measure Manager Server:,Servidor de Administrador de Medidas:,Servidor del Gestor de Medidas:,Serveur du Manager des Mesures :,Serveur du gestionnaire de mesures :,Y,Y
openstudio::OpenStudioApp,Model updated from,Modelo actualizado de,Modelo actualizado desde,Modèle mis à jour depuis,Modèle mis à jour depuis,Y,
openstudio::OpenStudioApp,named,llamado,asignado,nommé,nommé,Y,
openstudio::OpenStudioApp,"Only geometry, constructions, loads, thermal zones, and schedules are supported by the OpenStudio IDF import feature.","Solamente geometría, construcciones, cargas, zonas térmicas, y programas son soportados por la herramienta de importación de IDF de OpenStudio.","Solo la geometría, construcciones, cargas, zonas térmicas y horarios se admiten en la función de importación de IDF de OpenStudio.","Seules les informations de géométrie, constructions, gains, zone thermiques, et calendriers sont supportés par l'import IDF d'OpenStudio.","Seule la géométrie, les constructions, les charges, les zones thermiques et les calendriers sont pris en charge par la fonctionnalité d'importation IDF d'OpenStudio.",Y,Y
openstudio::OpenStudioApp,Open,Abrir,Abrir,Ouvrir,Ouvrir,,
openstudio::OpenStudioApp,Opening future version,Abrir versión futura,Abriendo versión futura,Ouverture d'une version future,Ouverture de version future,Y,Y
openstudio::OpenStudioApp,Restart required,Se requiere reiniciar,Reinicio requerido,Redémarrage requis,Redémarrage requis,Y,
openstudio::OpenStudioApp,Revert to Saved,Revertir a Guardado,Revertir a Guardado,Revenir à la dernière sauvegarde,Rétablir la version enregistrée,,Y
openstudio::OpenStudioApp,Save Changes?,¿Guardar Cambios?,¿Guardar cambios?,Sauvegarder les changements ?,Enregistrer les modifications ?,Y,Y
openstudio::OpenStudioApp,Select Library,Seleccionar Librería,Seleccionar Biblioteca,Selectionner la Bibliothèque,Sélectionner la bibliothèque,Y,Y
openstudio::OpenStudioApp,Settings file not writable,Rayos Acumulados por Registro,Archivo de configuración no escribible,Le fichier des paramètres n'est pas accessible en écriture,Fichier de paramètres non accessible en écriture,Y,Y
openstudio::OpenStudioApp,Temp Directory:,Directorio Temporal:,Directorio temporal:,Dossier temporaire :,Répertoire temporaire :,Y,Y
openstudio::OpenStudioApp,The document has been modified.,El documento ha sido modificado.,El documento ha sido modificado.,Le document a été modifié.,Le document a été modifié.,,
openstudio::OpenStudioApp,"This model has never been saved.
Do you want to create a new model?","Este modelo nunca se ha guardado.
¿Desea crear un nuevo modelo?","Este modelo nunca ha sido guardado.
¿Desea crear un nuevo modelo?","Ce Modèle n'a jamais été sauvegardé.
Voulez-vous créer un nouveau modèle ?","Ce modèle n'a jamais été enregistré.
Voulez-vous créer un nouveau modèle ?",Y,Y
openstudio::OpenStudioApp,Timeout,Caducó,Tiempo agotado,Délai expiré,Délai d'attente dépassé,Y,Y
openstudio::OpenStudioApp,to,a,a,vers,vers,,
openstudio::OpenStudioApp,Translation From version,Traducción De versión,Traducción desde versión,Translation depuis la version,Traduction depuis la version,Y,Y
openstudio::OpenStudioApp,Unknown starting version,Versión inicial desconocida,Versión inicial desconocida,Version de départ inconnue,Version de départ inconnue,,
openstudio::OpenStudioApp,Unnamed,Sin nombre,Sin nombre,Sans nom,Sans titre,,Y
openstudio::OpenStudioApp,using,utilizando,usando,avec la version,utilisant,Y,Y
