English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Heater 1 Capacity,Capacidad del Calentador 1,Capacidad del Calentador 1,Capacité du Radiateur 1,Puissance du Réchauffeur 1,,Y
Heater 1 Deadband Temperature Difference,Diferencia de Temperatura de Zona Muerta del Calentador 1,Diferencia de Temperatura de Banda Muerta del Calentador 1,Différence de température de bande morte du radiateur 1,Différence de Température de Bande Morte de l'Élément Chauffant 1,Y,Y
Heater 1 Height,Altura del Calentador 1,Altura del Calentador 1,Hauteur du radiateur 1,Hauteur du Réchauffeur 1,,Y
Heater 1 Setpoint Temperature Schedule Name,Nombre del Horario de Temperatura de Ajuste del Calentador 1,Nombre de la Programación de Temperatura de Consigna del Calentador 1,Nom de l'horaire de température de consigne du radiateur 1,Nom de la Chronique de Température de Consigne du Radiateur 1,Y,Y
Heater 2 Capacity,Capacidad del Calentador 2,Capacidad del Calentador 2,Capacité du radiateur 2,Capacité du radiateur 2,,
Heater 2 Deadband Temperature Difference,Diferencia de Temperatura de Zona Muerta del Calentador 2,Diferencia de Temperatura de Banda Muerta del Calentador 2,Différence de température de bande morte du Chauffage 2,Différence de Température de Bande Morte du Chauffage 2,Y,Y
Heater 2 Height,Altura del Calentador 2,Altura del Calentador 2,Hauteur du radiateur 2,Hauteur du Réchauffeur 2,,Y
Heater 2 Setpoint Temperature Schedule Name,Nombre del Horario de Temperatura de Ajuste del Calentador 2,Nombre de Programa de Temperatura de Consigna del Calefactor 2,Nom de la planification de la température de consigne du radiateur 2,Nom de la Courbe de Consigne de Température du Réchauffeur 2,Y,Y
Heater Control Type,Tipo de Control del Calentador,Tipo de Control del Calentador,Type de contrôle du chauffage,Type de contrôle du chauffage,,
Heater Fuel Type,Tipo de Combustible del Calentador,Tipo de Combustible del Calentador,Type de combustible du chauffage,Type de combustible du chauffage,,
Heater Ignition Delay,Nombre de Curva de Función de Capacidad de Calefacción respecto a Fracción de Flujo,Retardo de Encendido del Calentador,Délai d'allumage du chauffage,Délai d'allumage du chauffage,Y,
Heater Ignition Minimum Flow Rate,Curva de Función de Capacidad de Calefacción en Función de la Temperatura,Caudal Mínimo de Encendido del Calentador,Débit Minimum d'Allumage du Réchauffeur,Débit minimum d'allumage du brûleur,Y,Y
Heater Maximum Capacity,Capacidad Máxima del Calentador,Capacidad Máxima del Calentador,Capacité maximale du radiateur,Capacité maximale du chauffage,,Y
Heater Minimum Capacity,Capacidad Mínima del Calentador,Capacidad Mínima del Calentador,Capacité Minimale du Chauffage,Capacité Minimale du Réchauffeur,,Y
Heater Priority Control,Control de Prioridad del Calentador,Control de Prioridad de Calentadores,Contrôle de priorité du chauffage,Contrôle de Priorité des Réchauffeurs,Y,Y
Heater Thermal Efficiency,Eficiencia Térmica del Calentador,Eficiencia Térmica del Calentador,Rendement Thermique du Chauffage,Rendement Thermique du Réchauffeur,,Y
Heating Availability Schedule Name,Nombre de Curva de Función de Capacidad de Calefacción en Función de Temperatura,Nombre de la Programación de Disponibilidad de Calefacción,Nom du calendrier de disponibilité du chauffage,Nom de l'horaire de disponibilité pour le chauffage,Y,Y
Heating Capacity,Capacidad de Calefacción,Capacidad de Calefacción,Capacité de chauffage,Capacité de chauffage,,
Heating Capacity Curve Name,Curva de Capacidad de Calefacción en Función de la Fracción de Flujo de Agua,Nombre de la Curva de Capacidad de Calefacción,Nom de la courbe de capacité de chauffage,Nom de la courbe de capacité de chauffage,Y,
Heating Capacity Function of Air Flow Fraction Curve,Nombre de la Curva de Función de Capacidad de Calefacción en Relación a la Fracción de Flujo de Agua,Curva de Capacidad de Calefacción en Función de la Fracción del Flujo de Aire,Courbe de fonction de capacité de chauffage en fonction de la fraction du débit d'air,Courbe de la Capacité de Chauffage en Fonction de la Fraction de Débit d'Air,Y,Y
Heating Capacity Function of Air Flow Fraction Curve Name,Función Modificadora de la Capacidad de Calefacción en relación a la Fracción de Flujo,Nombre de Curva de Capacidad de Calefacción en Función de la Fracción de Flujo de Aire,Nom de la courbe de capacité de chauffage en fonction de la fraction de débit d'air,Nom de la courbe de modification de la capacité de chauffage en fonction de la fraction de débit d'air,Y,Y
Heating Capacity Function of Flow Fraction Curve Name,Nombre de la Curva Límite de Relación de Capacidad de Calefacción,Nombre de Curva de Capacidad de Calefacción en Función de la Fracción de Flujo,Nom de la courbe de fonction de capacité de chauffage en fonction de la fraction de débit,Nom de la courbe de capacité de chauffage en fonction de la fraction de débit,Y,Y
Heating Capacity Function of Temperature Curve,Nombre de la Función Modificadora de la Relación de Capacidad de Calefacción en función de la Curva de Temperatura Alta,Curva de Capacidad de Calefacción en Función de la Temperatura,Courbe de fonction de capacité de chauffage en fonction de la température,Courbe de Capacité de Chauffage en Fonction de la Température,Y,Y
Heating Capacity Function of Temperature Curve Name,Nombre de Función Modificadora de Relación de Capacidad de Calefacción de Curva de Temperatura Baja,Nombre de Curva de Función de Capacidad de Calefacción en Función de la Temperatura,Nom de la courbe de fonction de la capacité de chauffage en fonction de la température,Nom de la courbe de fonction capacité de chauffage en fonction de la température,Y,Y
Heating Capacity Function of Water Flow Fraction Curve,Función Modificadora de la Relación de Capacidad de Calefacción en función de la Curva de Temperatura,Curva de Capacidad de Calefacción en Función de la Fracción de Flujo de Agua,Courbe de Capacité de Chauffage en Fonction de la Fraction de Débit d'Eau,Courbe de Capacité de Chauffage en Fonction de la Fraction de Débit d'Eau,Y,
Heating Capacity Function of Water Flow Fraction Curve Name,Unidades de Capacidad de Calefacción,Nombre de Curva de Función de Capacidad de Calentamiento por Fracción de Flujo de Agua,Nom de la courbe de fonction de capacité de chauffage en fonction de la fraction de débit d'eau,Nom de la courbe Fonction de la capacité de chauffage selon la fraction de débit d'eau,Y,Y
Heating Capacity Modifier Function of Flow Fraction Curve,Serpentín de Calefacción,Curva Modificadora de Capacidad de Calefacción en Función de la Fracción de Flujo,Courbe de modification de capacité de chauffage en fonction de la fraction de débit,Courbe de Modificateur de Capacité de Chauffage en Fonction de la Fraction de Débit,Y,Y
Heating Capacity Ratio Boundary Curve Name,Nombre de la Bobina de Calefacción,Nombre de la Curva de Límite de Relación de Capacidad de Calefacción,Nom de la courbe limite du rapport de capacité de chauffage,Nom de la courbe limite du rapport de capacité de chauffage,Y,
Heating Capacity Ratio Modifier Function of High Temperature Curve Name,Nombre de la Curva del Factor de Corrección de la Relación de Combinación de Calefacción,Nombre de Curva Modificadora de Relación de Capacidad de Calefacción en Función de Temperatura Alta,Nom de la courbe de modificateur du rapport de capacité de chauffage en fonction de la température haute,Nom de la Courbe de Modificateur du Rapport de Capacité de Chauffage en Fonction de la Température Élevée,Y,Y
Heating Capacity Ratio Modifier Function of Low Temperature Curve Name,Nombre de Curva de Potencia del Compresor de Calefacción,Nombre de Curva Modificadora de Relación de Capacidad de Calefacción en Función de Temperatura Baja,Nom de la courbe modificatrice du ratio de capacité de chauffage en fonction de la température basse,Nom de la courbe de modification du ratio de capacité de chauffage en fonction de la basse température,Y,Y
Heating Capacity Ratio Modifier Function of Temperature Curve,Nombre del Calendario de Temperatura de Control de Calefacción,Función Modificadora de la Relación de Capacidad de Calefacción en Función de la Temperatura,Fonction de modification du rapport de capacité de chauffage en fonction de la courbe de température,Fonction de correction du rapport de capacité de chauffage en fonction de la température,Y,Y
Heating Capacity Units,Rango de Modulación del Control de Calefacción,Unidades de Capacidad de Calefacción,Unités de Capacité de Chauffage,Unités de capacité de chauffage,Y,Y
Heating Coil,Tipo de Control de Calefacción,Serpentín de Calefacción,Batterie de chauffage,Serpentin de chauffage,Y,Y
Heating Coil Name,Nombre de Zona de Control de Calefacción o Lista de Zonas,Nombre de la Bobina de Calefacción,Nom de la batterie de chauffage,Nom de la batterie de chauffage,Y,
Heating Coil Sizing Method,Método de Dimensionamiento del Serpentín de Calefacción,Método de Dimensionamiento de Serpentín de Calefacción,Méthode de dimensionnement de la batterie de chauffage,Méthode de dimensionnement de la batterie de chauffage,Y,
Heating Combination Ratio Correction Factor Curve Name,Tolerancia de Convergencia de Calefacción,Nombre de la Curva de Factor de Corrección de Relación de Combinación para Calefacción,Nom de la courbe de facteur de correction du ratio de combinaison de chauffage,Nom de la courbe de correction du facteur de rapport de combinaison de chauffage,Y,Y
Heating Compressor Power Curve Name,Curva de COP de Calefacción en Función de la Fracción de Flujo de Aire,Nombre de Curva de Potencia del Compresor de Calefacción,Nom de la courbe de puissance du compresseur de chauffage,Nom de la courbe de puissance du compresseur de chauffage,Y,
Heating Control Temperature Schedule Name,Nombre de Curva de COP de Calefacción en Función de Fracción de Flujo de Aire,Nombre del Calendario de Temperatura de Control de Calefacción,Nom du calendrier de température de contrôle du chauffage,Nom du calendrier de température de consigne de chauffage,Y,Y
Heating Control Throttling Range,Función COP de Calefacción Dependiente de Temperatura,Rango de Regulación del Control de Calefacción,Plage d'étranglement de contrôle de chauffage,Plage de modulation du contrôle de chauffage,Y,Y
Heating Control Type,Nombre de Curva de Función COP de Calefacción en Función de la Temperatura,Tipo de Control de Calefacción,Type de contrôle du chauffage,Type de Contrôle du Chauffage,Y,Y
Heating Control Zone or Zone List Name,Curva de COP de Calefacción en Función de la Fracción de Flujo de Agua,Nombre de Zona de Control de Calefacción o Lista de Zonas,Nom de la zone ou de la liste de zones de contrôle de chauffage,Nom de la Zone de Commande de Chauffage ou Liste de Zones,Y,Y
Heating Convergence Tolerance,Capacidad de Diseño de Calefacción,Tolerancia de Convergencia de Calefacción,Tolérance de Convergence du Chauffage,Tolérance de convergence du chauffage,Y,Y
Heating COP Function of Air Flow Fraction Curve,Método de Capacidad de Diseño de Calefacción,Curva de COP de Calefacción en Función de la Fracción de Flujo de Aire,Courbe de COP de chauffage en fonction de la fraction de débit d'air,Courbe COP de chauffage en fonction de la fraction du débit d'air,Y,Y
Heating COP Function of Air Flow Fraction Curve Name,Capacidad de Diseño de Calefacción por Área de Piso,Nombre de la Curva de Función COP de Calentamiento en Fracción de Flujo de Aire,Nom de la courbe de fonction du COP de chauffage en fonction de la fraction de débit d'air,Nom de la courbe de fonction COP chauffage en fonction de la fraction de débit d'air,Y,Y
Heating COP Function of Temperature Curve,Nombre de Curva Límite de Relación de Entrada de Energía de Calefacción,Curva de COP de Calefacción en Función de la Temperatura,Courbe de fonction COP de chauffage en fonction de la température,Courbe de COP de chauffage en fonction de la température,Y,Y
Heating COP Function of Temperature Curve Name,Nombre de la Curva de Función de Relación de Entrada de Energía de Calefacción con Respecto a PLR,Nombre de Curva de COP de Calefacción en Función de la Temperatura,Nom de la courbe de fonction COP de chauffage en fonction de la température,Nom de la courbe de la fonction COP de chauffage en fonction de la température,Y,Y
Heating COP Function of Water Flow Fraction Curve,Nombre de la Curva de Función de Relación de Entrada de Energía de Calefacción Respecto a la Temperatura,Curva de COP de Calefacción en Función de la Fracción de Caudal de Agua,Courbe de la fonction COP de chauffage selon la fraction de débit d'eau,Courbe de COP Chauffage en Fonction de la Fraction de Débit d'Eau,Y,Y
Heating Design Air Flow Method,Método de Diseño del Flujo de Aire de Calefacción,Método de Caudal de Aire de Diseño para Calefacción,Méthode de débit d'air de conception du chauffage,Méthode de débit de conception pour chauffage,Y,Y
Heating Design Air Flow Rate,Caudal de Diseño de Calefacción,Caudal de Aire de Diseño de Calefacción,Débit d'air de conception chauffage,Débit d'Air de Conception pour le Chauffage,Y,Y
Heating Design Capacity,Nombre de la Curva del Modificador de la Relación de Entrada de Energía de Calefacción en Función de la Relación de Carga Parcial Alta,Capacidad de Diseño de Calefacción,Capacité de Chauffage en Conception,Capacité de chauffage en conception,Y,Y
Heating Design Capacity Method,Nombre de Curva Modificadora de Relación de Entrada de Energía de Calefacción en Función de Temperatura Alta,Método de Capacidad de Diseño de Calefacción,Méthode de Capacité de Dimensionnement du Chauffage,Méthode de Capacité Calorifique de Conception,Y,Y
Heating Design Capacity Per Floor Area,Nombre de la Curva Modificadora del Ratio de Entrada de Energía de Calefacción en Función de la Relación de Carga Parcial Baja,Capacidad de Diseño de Calefacción por Área de Piso,Capacité de Chauffage de Conception par Superficie d'Étage,Capacité de Chauffage Dimensionnée par Unité de Surface,Y,Y
Heating Energy Input Ratio Boundary Curve Name,Nombre de Función Modificadora de Relación de Entrada Energética de Calentamiento de Curva de Temperatura Baja,Nombre de Curva Límite de Relación de Entrada de Energía de Calefacción,Nom de la courbe limite du rapport d'entrée d'énergie de chauffage,Nom de la courbe limite du rapport d'énergie d'entrée en chauffage,Y,Y
Heating Energy Input Ratio Function of PLR Curve Name,Fracción de Calefacción del Caudal de Aire de Suministro de Enfriamiento Autoajustado,Nombre de la Curva de Función de Ratio de Entrada de Energía de Calefacción en función de PLR,Nom de la courbe du ratio d'entrée d'énergie de chauffage en fonction de PLR,Nom de la courbe - Fonction du rapport d'entrée énergétique de chauffage en fonction du PLR,Y,Y
Heating Energy Input Ratio Function of Temperature Curve Name,Fracción de Calentamiento de la Velocidad de Flujo de Aire de Suministro de Calentamiento Autocalculada,Nombre de Curva de Función de Relación de Entrada de Energía de Calefacción respecto a Temperatura,Nom de la courbe de la fonction du rapport d'entrée énergétique de chauffage en fonction de la température,Nom de la courbe de rapport d'entrée énergétique en chauffage en fonction de la température,Y,Y
Heating Energy Input Ratio Modifier Function of High Part-Load Ratio Curve Name,Nombre del Horario de Eficiencia del Combustible de Calefacción,Nombre de Curva del Modificador de Relación de Entrada de Energía de Calefacción en Función de Alta Relación de Carga Parcial,Nom de la courbe modificatrice du rapport d'entrée énergétique de chauffage en fonction du ratio de charge partielle élevée,Nom de la courbe du modificateur du ratio d'entrée énergétique en chauffage en fonction du ratio de charge partielle élevée,Y,Y
Heating Energy Input Ratio Modifier Function of High Temperature Curve Name,Tipo de Combustible de Calefacción,Nombre de Curva Modificadora de Relación de Entrada de Energía de Calefacción en Función de Temperatura Alta,Nom de courbe du modificateur du rapport d'entrée d'énergie de chauffage en fonction de la température élevée,Nom de la courbe de modification du rapport d'entrée énergétique en chauffage en fonction de la température élevée,Y,Y
Heating Energy Input Ratio Modifier Function of Low Part-Load Ratio Curve Name,Nombre del Calendario de Temperatura de Control Alto de Calefacción,Nombre de Curva Modificadora de Relación de Entrada de Energía de Calefacción en Función de Razón de Carga Parcial Baja,Nom de la courbe du modificateur du ratio d'entrée énergétique de chauffage en fonction du ratio de charge partielle faible,Nom de la courbe de modificateur du rapport d'entrée énergétique en chauffage en fonction du rapport de charge partielle faible,Y,Y
Heating Energy Input Ratio Modifier Function of Low Temperature Curve Name,Nombre del Calendario de Temperatura Alta del Agua de Calefacción,Nombre de Curva Modificadora de Relación de Entrada de Energía de Calefacción en Función de Temperatura Baja,Nom de la courbe du modificateur du ratio d'entrée énergétique de chauffage en fonction de la basse température,Nom de la courbe de modification du rapport d'entrée d'énergie de chauffage à basse température,Y,Y
Heating Fraction of Autosized Cooling Supply Air Flow Rate,Límite de Calefacción,Fracción del Caudal de Aire de Suministro de Refrigeración Autoajustado para Calefacción,Fraction de chauffage du débit d'air de soufflage de refroidissement redimensionné automatiquement,Fraction de débit d'air de refroidissement dimensionné pour le chauffage,Y,Y
Heating Fraction of Autosized Heating Supply Air Flow Rate,Nombre del Nodo de Entrada del Circuito de Calefacción,Fracción de Calentamiento del Caudal de Aire de Suministro de Calentamiento Autoajustado,Fraction de chauffage du débit d'air de soufflage de chauffage autorisé,Fraction de débit d'air de chauffage autosisé pour l'air de chauffage,Y,Y
Heating Fuel Efficiency Schedule Name,Nombre del Nodo de Salida del Circuito de Calefacción,Nombre de Programa de Eficiencia del Combustible de Calefacción,Nom de l'horaire d'efficacité du carburant de chauffage,Nom de la planification d'efficacité énergétique de chauffage,Y,Y
Heating Fuel Type,Nombre del Programa de Temperatura de Control Baja para Calefacción,Tipo de Combustible de Calefacción,Type de combustible de chauffage,Type de combustible de chauffage,Y,
Heating High Control Temperature Schedule Name,Nombre del Programa de Temperatura Baja del Agua de Calefacción,Nombre de la Programación de Temperatura de Control Alto para Calefacción,Nom de l'horaire de température de contrôle élevée pour le chauffage,Nom du programme de température de consigne élevée pour le chauffage,Y,Y
Heating High Water Temperature Schedule Name,Nombre de Curva de Función de Capacidad de Refrigeración en Modo Calefacción por Temperatura,Nombre de la Programación de Temperatura de Agua Alta para Calefacción,Nom de l'emploi du temps de température d'eau élevée pour le chauffage,Nom de l'agenda de température d'eau élevée en chauffage,Y,Y
Heating Limit,Relación de Carga Parcial Óptima de Capacidad de Enfriamiento en Modo de Calefacción,Límite de Calefacción,Limite de chauffage,Limite de Chauffage,Y,Y
Heating Loop Inlet Node Name,Nombre de la Curva de Función de Relación de Entrada Eléctrica a Salida de Enfriamiento en Modo Calefacción Respecto a la Relación de Carga Parcial,Nombre del Nodo de Entrada del Circuito de Calefacción,Nom du nœud d'entrée de la boucle de chauffage,Nom du nœud d'entrée de la boucle de chauffage,Y,
Heating Loop Outlet Node Name,Nombre de la Curva de Función de la Relación de Entrada Eléctrica en Modo Calefacción a Salida de Enfriamiento en Función de la Temperatura,Nombre del Nodo de Salida del Circuito de Calefacción,Nom du nœud de sortie de la boucle de chauffage,Nom du nœud de sortie de la boucle de chauffage,Y,
Heating Low Control Temperature Schedule Name,Límite Inferior de Temperatura del Agua Enfriada de Entrada en Modo Calefacción,Nombre de Horario de Temperatura de Control Baja en Calefacción,Nom de l'horaire de température de contrôle basse de chauffage,Nom de la courbe de température basse de contrôle de chauffage,Y,Y
Heating Low Water Temperature Schedule Name,Curva de Temperatura en Modo Calefacción Variable Independiente del Agua del Condensador,Nombre de Programa de Temperatura Baja del Agua de Calefacción,Nom du calendrier de température basse de l'eau de chauffage,Nom de l'échéancier de température basse de l'eau de chauffage,Y,Y
Heating Maximum Air Flow,Caudal Máximo de Calefacción,Flujo de Aire Máximo de Calefacción,Débit d'air maximal en chauffage,Débit d'air maximal de chauffage,Y,Y
Heating Maximum Air Flow Fraction,Fracción de Caudal Máximo de Calefacción,Fracción Máxima de Flujo de Aire de Calefacción,Fraction de débit d'air maximal en chauffage,Fraction de débit d'air maximal de chauffage,Y,Y
Heating Maximum Air Flow per Zone Floor Area,Caudal Máximo de Calefacción por Área del Piso de Zona,Flujo de Aire Máximo de Calefacción por Área de Piso de Zona,Débit d'air maximum de chauffage par unité de surface de plancher de zone,Débit d'air de chauffage maximal par surface de zone,Y,Y
Heating Mode Cooling Capacity Function of Temperature Curve Name,Modo de Operación de Calefacción,Nombre de Curva de Función de Capacidad de Enfriamiento en Modo Calefacción Dependiente de Temperatura,Nom de la courbe de fonction de capacité de refroidissement en mode chauffage par rapport à la température,Courbe de fonction de capacité de refroidissement en mode chauffage en fonction de la température,Y,Y
Heating Mode Cooling Capacity Optimum Part Load Ratio,Nombre de la Curva de Correlación de Fracción de Carga Parcial de Calefacción,Nombre de Curva de la Función de Relación de Entrada Eléctrica a Salida de Refrigeración en Modo de Calefacción respecto a la Relación de Carga Parcial,Ratio de Charge Partielle Optimal de la Capacité de Refroidissement en Mode Chauffage,Nom de la courbe du ratio d'entrée électrique en mode chauffage sur ratio de sortie de refroidissement en fonction du ratio de charge partielle,Y,Y
Heating Mode Electric Input to Cooling Output Ratio Function of Part Load Ratio Curve Name,Tipo de Temperatura Exterior de la Curva de Desempeño de Calefacción,Nombre de Curva de Relación de Entrada Eléctrica a Salida de Enfriamiento en Función de Relación de Carga Parcial - Modo Calefacción,Courbe du nom de fonction du rapport d'entrée électrique en mode chauffage au rapport de sortie de refroidissement en fonction du rapport de charge partielle,Nom de la courbe de rapport EIR en fonction du ratio de charge partielle en mode chauffage avec refroidissement simultané,Y,Y
Heating Mode Electric Input to Cooling Output Ratio Function of Temperature Curve Name,Nombre de la Curva de Consumo de Potencia de Calefacción,Nombre de Curva de Función de Relación de Entrada Eléctrica a Salida de Enfriamiento en Función de Temperatura en Modo Calefacción,Nom de la courbe de fonction du ratio de l'entrée électrique au rendement en refroidissement en mode chauffage,Nom de la courbe de fonction du rapport d'entrée électrique à sortie de refroidissement en mode chauffage en fonction de la température,Y,Y
Heating Mode Entering Chilled Water Temperature Low Limit,Nombre de Programa de Potencia de Calefacción,Límite Mínimo de Temperatura del Agua Enfriada en Entrada - Modo Calefacción,Limite basse de la température d'eau glacée à l'entrée en mode chauffage,Température minimale de l'eau glacée entrant en mode chauffage,Y,Y
Heating Mode Temperature Curve Condenser Water Independent Variable,Nombre de Programa de Temperatura de Consigna de Calefacción,Variable Independiente de Temperatura del Agua del Condensador en Modo Calefacción,Courbe de température en mode chauffage - Variable indépendante de l'eau du condenseur,Variable Indépendante Température Condenseur Courbe Mode Chauffage,Y,Y
Heating Operation Mode,Factor de Dimensionamiento de Calefacción,Modo de Operación de Calefacción,Mode de fonctionnement du chauffage,Mode de fonctionnement en chauffage,Y,Y
Heating Part-Load Fraction Correlation Curve Name,Nombre de Fuente de Calefacción,Nombre de la Curva de Correlación de Fracción de Carga Parcial de Calefacción,Nom de la courbe de corrélation de fraction de charge partielle en chauffage,Nom de la courbe de corrélation de fraction de charge partielle en chauffage,Y,
Heating Performance Curve Outdoor Temperature Type,Relación de Flujo de Aire de Suministro en Velocidad de Calefacción,Tipo de Temperatura Exterior para Curvas de Desempeño de Calefacción,Type de température extérieure de la courbe de performance de chauffage,Type de température extérieure pour la courbe de performance en chauffage,Y,Y
Heating Power Consumption Curve Name,Temperatura de Consigna del Aire de Suministro en Etapa de Calefacción Desactivada,Nombre de la Curva de Consumo de Potencia de Calefacción,Nom de la courbe de consommation énergétique de chauffage,Nom de la courbe de consommation énergétique de chauffage,Y,
Heating Power Schedule Name,Temperatura de Punto de Referencia del Aire de Suministro en Etapa de Calefacción Activada,Nombre del Calendario de Potencia de Calefacción,Nom de la planification de puissance de chauffage,Nom de la Calendrier Puissance de Chauffage,Y,Y
Heating Setpoint Temperature Schedule Name,Caudal de Aire de Suministro de Calefacción Por Área de Piso,Nombre de Calendario de Temperatura Consigna de Calefacción,Nom du calendrier de température de consigne de chauffage,Nom de la plage horaire de consigne de chauffage,Y,Y
Heating Sizing Factor,Flujo de Aire de Suministro de Calefacción por Unidad de Capacidad de Calefacción,Factor de Dimensionamiento de Calefacción,Facteur de dimensionnement du chauffage,Facteur de dimensionnement du chauffage,Y,
Heating Source Name,Programa de Punto de Consigna de Temperatura de Calefacción,Nombre de la Fuente de Calentamiento,Nom de la source de chauffage,Nom de la source de chaleur,Y,Y
Heating Speed Supply Air Flow Ratio,Rango de Estrangulación de Calefacción,Relación de Flujo de Aire Suministrado en Velocidad de Calefacción,Ratio du débit d'air soufflé en mode chauffage rapide,Ratio de débit d'air soufflé à vitesse de chauffage,Y,Y
Heating Stage Off Supply Air Setpoint Temperature,Rango de Temperatura de Estrangulación de Calefacción,Temperatura de Consigna del Aire de Suministro en Etapa de Calefacción Desactivada,Température de consigne de l'air soufflé en mode chauffage arrêté,Température de Consigne de l'Air Soufflé à l'Arrêt du Chauffage,Y,Y
Heating Stage On Supply Air Setpoint Temperature,Relación de Dimensionamiento de Capacidad de Calefacción a Enfriamiento,Temperatura de Consigna de Aire de Suministro en Etapa de Calefacción Activada,Température de consigne de l'air soufflé à l'activation du chauffage,Température de Consigne de l'Air Soufflé à l'Activation du Chauffage,Y,Y
Heating Supply Air Flow Rate Per Floor Area,Nombre del Nodo de Entrada de Agua de Calefacción,Caudal de Aire de Suministro de Calefacción por Área de Piso,Débit d'air de soufflage de chauffage par unité de surface,Débit d'air de soufflage de chauffage par surface de plancher,Y,Y
Heating Supply Air Flow Rate Per Unit Heating Capacity,Nombre del Nodo de Salida del Agua de Calefacción,Caudal de Aire de Suministro de Calefacción por Unidad de Capacidad de Calefacción,Débit d'air soufflé chauffage par unité de capacité de chauffage,Débit d'air de chauffage par unité de capacité thermique,Y,Y
Heating Temperature Setpoint Schedule,Nombre de Zona o Lista de Zonas Solo con Ventiladores de Calefacción,Cronograma de Punto de Consigna de Temperatura de Calefacción,Calendrier de consigne de température de chauffage,Calendrier de Consigne de Température de Chauffage,Y,Y
Heating Throttling Range,Altura,Rango de Modulación de Calefacción,Plage d'étranglement du chauffage,Plage de modulation de chauffage,Y,Y
Heating Throttling Temperature Range,Relación de Aspecto de Altura,Rango de Temperatura de Estrangulación en Calefacción,Plage de température d'étranglement du chauffage,Plage de température d'étranglement au chauffage,Y,Y
Heating To Cooling Capacity Sizing Ratio,Dependencia de la Altura de la Temperatura del Nodo Externo,Relación de Dimensionamiento de Capacidad de Calefacción a Refrigeración,Rapport de dimensionnement de la capacité chauffage/refroidissement,Ratio de dimensionnement capacité chauffage sur refroidissement,Y,Y
Heating Water Inlet Node Name,Diferencia de Altura,Nombre del Nodo de Entrada de Agua Caliente,Nom du nœud d'entrée d'eau de chauffage,Nom du nœud d'entrée d'eau chaude,Y,Y
Heating Water Outlet Node Name,Diferencia de Altura Entre la Unidad Exterior y las Unidades Interiores,Nombre del Nodo de Salida de Agua Caliente,Nom du nœud de sortie d'eau de chauffage,Nom du nœud de sortie d'eau chaude,Y,Y
Heating Zone Fans Only Zone or Zone List Name,Factor de Altura para Factor de Apertura,Nombre de Zona o Lista de Zonas Calefacción Solo Ventiladores de Zona,Nom de la zone ou de la liste de zones du ventilateur uniquement de la zone de chauffage,Nom de la Zone ou de la Liste de Zones pour Ventilateurs de Zone Chauffage Uniquement,Y,Y
Height,Altura para Velocidad Promedio del Viento Local,Altura,Hauteur,Hauteur,Y,
Height Aspect Ratio,Altura de Puertas de Cristal de Acceso Directo Orientadas a la Zona,Relación de Aspecto de Altura,Rapport d'aspect en hauteur,Rapport d'aspect hauteur,Y,Y
Height Dependence of External Node Temperature,Altura de Plantas,Dependencia de la Altura de la Temperatura del Nodo Externo,Dépendance à la hauteur de la température du nœud externe,Dépendance à la hauteur de la température du nœud externe,Y,
Height Difference,Altura de Puertas de Almacenamiento Orientadas a la Zona,Diferencia de Altura,Différence de hauteur,Différence de Hauteur,Y,Y
Height Difference Between Outdoor Unit and Indoor Units,Altura del Pozo,Diferencia de Altura entre Unidad Exterior y Unidades Interiores,Différence de hauteur entre l'unité extérieure et les unités intérieures,Différence de hauteur entre l'unité extérieure et les unités intérieures,Y,
Height Factor for Opening Factor,Selección de Altura para Cálculo de Presión de Viento Local,Factor de Altura para Factor de Apertura,Facteur de hauteur pour le facteur d'ouverture,Facteur de hauteur pour le facteur d'ouverture,Y,
Height for Local Average Wind Speed,Factor de Emisión de Hg,Altura para Velocidad Local Promedio del Viento,Hauteur pour la Vitesse Moyenne Locale du Vent,Hauteur pour vitesse moyenne du vent local,Y,Y
Height of Glass Reach In Doors Facing Zone,Nombre del Cronograma de Factor de Emisión de Hg,Altura de Puertas Cristalería de Acceso Frontal Hacia la Zona,Hauteur des portes vitrées réfrigérées face à la zone,Hauteur des portes vitrées côté zone,Y,Y
Height of Plants,Tasa de Flujo de Aire a Velocidad Alta del Ventilador,Altura de las Plantas,Hauteur des plantes,Hauteur de la Végétation,Y,Y
Height of Stocking Doors Facing Zone,Potencia del Ventilador a Velocidad Alta,Altura de las Puertas de Almacenamiento Orientadas a la Zona,Hauteur des portes de distribution face à la zone,Hauteur des portes de stockage orientées vers la zone,Y,Y
Height of Well,Factor U en Velocidad Alta del Ventilador Multiplicado por el Área,Altura del Pozo,Hauteur du Puits,Hauteur du puits,Y,Y
Height Selection for Local Wind Pressure Calculation,Factor U a Velocidad Alta del Ventilador Multiplicado por Área,Selección de Altura para Cálculo de Presión de Viento Local,Sélection de la hauteur pour le calcul de la pression de vent local,Sélection de la hauteur pour le calcul de la pression dynamique locale du vent,Y,Y
Hg Emission Factor,Control de Humedad Alta,Factor de Emisión de Hg,Facteur d'émission Hg,Facteur d'émission de Hg,Y,Y
Hg Emission Factor Schedule Name,Bandera de Control de Humedad Alta,Nombre del Calendario del Factor de Emisión de Hg,Nom de l'horaire du facteur d'émission de Hg,Nom du calendrier du facteur d'émission Hg,Y,Y
